
   1180.42542      -1.57079387       4.48176252E-05  -2.12790008E-04   110.938255      -3.02889490       1.95434433E-04  0.138540134       2360.18384      -1.57079387       7.73004327E-10   1.57493782    
   133222.250       6.43183989E-03   4.91142273E-05   4.78758005E-11   2.93521881E-02   8.44328824E-05   4.33921814E-04   3.61251272E-11   266369.531       1.28600746E-02   4.56348062E-08  -6.50146576E-15
   3.48091125E-05  -8.33097133E-12   133221.625       6.42826641E-03  -2.74648517E-02  -1.62472247E-09  -266368.156      -1.28528923E-02   1.01089478E-04  -1.85536916E-11   1.11173338E-03   5.65725175E-11
  -1.25122070E-02   9.23156676E-06 -0.230870247       2.20909118E-04   278888.719       623.728943      0.216839790       5.01923554E-04  -3.14025879E-02   9.00268515E-06  -2.79396772E-09   2.09547570E-11
   3.33786011E-05   1.06956570E-11  -266368.438      -1.28542846E-02  -1.22016668E-03   8.66166361E-10   532586.500       2.57012602E-02   4.57763672E-04  -6.60656946E-11  -2.22200016E-03   1.34188369E-10
   266370.000       1.28584122E-02  -1.26838684E-04  -1.93031147E-10   4.77838516E-02   1.51398621E-04  -3.66210938E-04   2.67027633E-11   532588.812       2.57095490E-02  -6.14672899E-08   4.90274486E-15
  -4.97675501E-09  -1.07552856E-18   1.11397146E-03   3.43739065E-11  -3.59250407E-11  -2.66605316E-18  -2.22699461E-03  -6.87457036E-11   6.17001206E-09  -8.60422851E-18   2.42649585E-05   4.35283085E-16
   2363.23218      -1.57078660       1.48444335E-04   2.89742136       401.297424      -3.01684546       2.13203341E-04   2.75504756       4725.13184      -1.57078660       2.26312835E-09  -1.56719553    
   133281.703       5.16505986E-02  -1.16825104E-04  -3.53466006E-10   3.12399864E-02   1.78064642E-04  -7.15255737E-05   2.44472165E-10   266488.344      0.103272200      -7.82310963E-08  -1.70530253E-15
   1.90734863E-05  -2.66882128E-10   133281.172       5.16182892E-02   1.93605870E-02   2.11706297E-08  -266487.156     -0.103207387       2.47955322E-05   7.20028759E-10   1.10652321E-03  -7.46860129E-10
  -1.20391846E-02   3.99780256E-05 -0.144331455      -3.85549065E-04   252132.219       1247.98547       1.09577179E-02   2.23202704E-04  -2.53601074E-02   2.31933591E-05  -2.79396772E-09  -9.31322554E-12
   1.79290771E-04   3.79513948E-10  -266487.156     -0.103330687      0.118484050       3.62795056E-08   532824.375      0.206603080       3.79562378E-04   1.62981448E-10  -2.21188413E-03  -2.63341238E-09
   266488.469      0.103267737       5.62667847E-05  -6.98491889E-11   4.60987091E-02   3.17699218E-04   1.73568726E-04   5.43077472E-10   532826.500      0.206477314       5.77419996E-08   1.13686835E-15
  -1.19325705E-09   7.11236619E-19   1.10925059E-03   3.39693385E-10  -3.41970008E-10  -5.67189540E-17  -2.21756147E-03  -6.79199752E-10  -8.44011083E-10   2.49800170E-18   2.42677288E-05  -1.56815244E-15
   3548.89819      -1.57077420       2.03829739E-04  -7.44613707E-02   883.198242      -3.01329303       3.54964694E-04  -2.66334152       7095.79443      -1.57077420       1.50875867E-09   1.56616676    
   133309.156      0.176674232       1.90734863E-05  -1.47556412E-10   2.24723816E-02   2.16694418E-04  -1.54495239E-04   7.54371232E-10   266542.969      0.353248805      -8.28877091E-08  -6.56541404E-14
