
   19612.4824      -1.57079744       2.80413806E-04  -3.09623814       1345.89587      -3.14128351       3.06182168E-03  -5.73113188E-03   351918.719      -1.57086563       4.74477838E-06  0.244809061    
   31499856.0       3.70816258E-03   1.01242065E-02  -5.72327385E-09  -2.71240234      -5.13193896E-04 -0.626464844      -1.95608308E-07   563246272.       8.16753581E-02  -1.38044357E-04   1.85100643E-10
   2.45666504E-03   2.60911301E-12   31499900.0       3.64385219E-03  0.343200684       3.41344730E-11  -563247168.      -7.48325735E-02   8.39843750E-02   6.87577995E-10  -563847.750      -6.52245362E-05
   8.61303711       9.41455346E-06   9.22641754E-02   7.90633378E-04   2167474.50       16.3808823       28.1130371       3.86488449E-04   38644.6953      0.290734679       6.80682063E-03  -3.07591540E-06
  0.670410156      -1.15178411E-09  -563691648.      -7.06442818E-02   20.6889648       1.65891842E-10   4.04781752E+10   1.77819526       89.6562500       2.47382559E-08   10090125.0       1.26452593E-03
   563696960.       7.80997127E-02  0.270019531      -5.01437898E-06   38818.6562      0.328817010       39.2500000      -4.16502371E-05   4.04783104E+10   2.03786445      -9.71984863E-03  -5.90290732E-08
   4.70399857E-04   8.54516490E-13  -563848.375      -7.20490207E-05   5.56576252E-03   1.88915547E-13   10082109.0       1.81335828E-03   1.77917480E-02  -1.17438507E-11   10092.8848       1.28967565E-06
   158558.312      -1.57079291       8.78227875E-04  -2.80574250       10667.7803      -3.13951826      0.242374986       2.20183376E-02   2920837.75      -1.57085824       3.79983940E-05 -0.237507671    
   31524338.0       10.2644053      -3.09753418E-03   6.57299779E-08  -2.39746094      -1.15999561E-02 -0.212402344       4.16967987E-06   564310720.       177.927521      -1.10864639E-05  -6.07759051E-11
   1.97219849E-02  -8.07287515E-10   31524348.0       10.2802086      -1.13830566E-02   5.49374901E-09  -564312256.      -179.153931      0.843750000       2.63163145E-07  -564286.125     -0.184016004    
   9.00433350      -4.64847963E-03 -0.267484665       1.36950286E-02   2168781.25       308.272003       91.4206543       3.20159271E-03   38653.7891       5.42567968      -1.70922279E-03   1.26600396E-04
