Time	 FAIRTEN1	 FAIRTEN2	 FAIRTEN3	 CON2PX	 CON2PY	 CON2PZ	 
71.4	 222504	 222881	 222881	 -267	 0	 0	 
71.5	 222293	 222875	 222875	 -267	 0	 0	 
71.6	 222292	 222859	 222859	 -267	 0	 0	 
71.7	 222481	 222824	 222824	 -267	 0	 0	 
71.8	 222769	 222769	 222769	 -267	 0	 0	 
71.9	 223032	 222701	 222701	 -267	 0	 0	 
72	 223155	 222618	 222618	 -267	 0	 0	 
72.1	 223115	 222537	 222537	 -267	 0	 0	 
72.2	 222956	 222464	 222464	 -267	 0	 0	 
72.3	 222779	 222402	 222402	 -267	 0	 0	 
72.4	 222693	 222358	 222358	 -267	 0	 0	 
72.5	 222741	 222325	 222325	 -267	 0	 0	 
72.6	 222902	 222303	 222303	 -267	 0	 0	 
72.7	 223090	 222293	 222293	 -267	 0	 0	 
72.8	 223197	 222294	 222294	 -267	 0	 0	 
72.9	 223151	 222316	 222316	 -267	 0	 0	 
73	 222942	 222359	 222359	 -267	 0	 0	 
73.1	 222641	 222432	 222432	 -267	 0	 0	 
73.2	 222346	 222523	 222523	 -267	 0	 0	 
73.3	 222164	 222628	 222628	 -267	 0	 0	 
73.4	 222141	 222731	 222731	 -267	 0	 0	 
73.5	 222256	 222817	 222817	 -267	 0	 0	 
73.6	 222434	 222883	 222883	 -267	 0	 0	 
73.7	 222569	 222921	 222921	 -267	 0	 0	 
73.8	 222592	 222940	 222940	 -267	 0	 0	 
73.9	 222483	 222945	 222945	 -267	 0	 0	 
74	 222286	 222940	 222940	 -267	 0	 0	 
74.1	 222093	 222934	 222934	 -267	 0	 0	 
74.2	 221981	 222919	 222919	 -267	 0	 0	 
74.3	 222004	 222900	 222900	 -267	 0	 0	 
74.4	 222135	 222863	 222863	 -267	 0	 0	 
74.5	 222315	 222815	 222815	 -267	 0	 0	 
74.6	 222459	 222754	 222754	 -267	 0	 0	 
74.7	 222503	 222684	 222684	 -267	 0	 0	 
74.8	 222448	 222618	 222618	 -267	 0	 0	 
74.9	 222338	 222556	 222556	 -267	 0	 0	 
75	 222259	 222502	 222502	 -267	 0	 0	 
75.1	 222294	 222456	 222456	 -267	 0	 0	 
75.2	 222471	 222407	 222407	 -267	 0	 0	 
75.3	 222775	 222355	 222355	 -267	 0	 0	 
75.4	 223129	 222297	 222297	 -267	 0	 0	 
75.5	 223445	 222236	 222236	 -267	 0	 0	 
75.6	 223652	 222183	 222183	 -267	 0	 0	 
75.7	 223723	 222147	 222147	 -267	 0	 0	 
75.8	 223684	 222135	 222135	 -267	 0	 0	 
75.9	 223599	 222157	 222157	 -267	 0	 0	 
76	 223526	 222202	 222202	 -267	 0	 0	 
76.1	 223504	 222269	 222269	 -267	 0	 0	 
76.2	 223527	 222347	 222347	 -267	 0	 0	 
76.3	 223551	 222429	 222429	 -267	 0	 0	 
76.4	 223527	 222516	 222516	 -267	 0	 0	 
76.5	 223411	 222604	 222604	 -267	 0	 0	 
76.6	 223204	 222699	 222699	 -267	 0	 0	 
76.7	 222930	 222797	 222797	 -267	 0	 0	 
76.8	 222645	 222901	 222901	 -267	 0	 0	 
76.9	 222396	 223000	 223000	 -267	 0	 0	 
77	 222208	 223083	 223083	 -267	 0	 0	 
77.1	 222083	 223145	 223145	 -267	 0	 0	 
77.2	 221990	 223181	 223181	 -267	 0	 0	 
77.3	 221894	 223190	 223190	 -267	 0	 0	 
77.4	 221775	 223177	 223177	 -267	 0	 0	 
77.5	 221632	 223146	 223146	 -267	 0	 0	 
77.6	 221492	 223101	 223101	 -267	 0	 0	 
77.7	 221399	 223044	 223044	 -267	 0	 0	 
77.8	 221382	 222971	 222971	 -267	 0	 0	 
77.9	 221459	 222881	 222881	 -267	 0	 0	 
78	 221621	 222781	 222781	 -267	 0	 0	 
78.1	 221827	 222672	 222672	 -267	 0	 0	 
78.2	 222048	 222573	 222573	 -267	 0	 0	 
78.3	 222240	 222485	 222485	 -267	 0	 0	 
78.4	 222402	 222419	 222419	 -267	 0	 0	 
78.5	 222542	 222376	 222376	 -267	 0	 0	 
78.6	 222679	 222344	 222344	 -267	 0	 0	 
78.7	 222846	 222327	 222327	 -267	 0	 0	 
78.8	 223035	 222306	 222306	 -267	 0	 0	 
78.9	 223242	 222286	 222286	 -267	 0	 0	 
79	 223433	 222268	 222268	 -267	 0	 0	 
79.1	 223563	 222252	 222252	 -267	 0	 0	 
79.2	 223625	 222258	 222258	 -267	 0	 0	 
79.3	 223602	 222279	 222279	 -267	 0	 0	 
79.4	 223520	 222322	 222322	 -267	 0	 0	 
79.5	 223408	 222382	 222382	 -267	 0	 0	 
79.6	 223294	 222453	 222453	 -267	 0	 0	 
79.7	 223190	 222526	 222526	 -267	 0	 0	 
79.8	 223094	 222599	 222599	 -267	 0	 0	 
79.9	 222982	 222665	 222665	 -267	 0	 0	 
80	 222836	 222730	 222730	 -267	 0	 0	 
80.1	 222643	 222792	 222792	 -267	 0	 0	 
80.2	 222412	 222854	 222854	 -267	 0	 0	 
80.3	 222175	 222916	 222916	 -267	 0	 0	 
80.4	 221961	 222968	 222968	 -267	 0	 0	 
80.5	 221811	 223013	 223013	 -267	 0	 0	 
80.6	 221721	 223035	 223035	 -267	 0	 0	 
80.7	 221693	 223040	 223040	 -267	 0	 0	 
80.8	 221695	 223028	 223028	 -267	 0	 0	 
80.9	 221689	 222999	 222999	 -267	 0	 0	 
81	 221670	 222972	 222972	 -267	 0	 0	 
81.1	 221623	 222943	 222943	 -267	 0	 0	 
81.2	 221574	 222919	 222919	 -267	 0	 0	 
81.3	 221555	 222903	 222903	 -267	 0	 0	 
81.4	 221578	 222881	 222881	 -267	 0	 0	 
81.5	 221667	 222862	 222862	 -267	 0	 0	 
81.6	 221797	 222835	 222835	 -267	 0	 0	 
81.7	 221952	 222807	 222807	 -267	 0	 0	 
81.8	 222096	 222780	 222780	 -267	 0	 0	 
81.9	 222213	 222759	 222759	 -267	 0	 0	 
82	 222295	 222744	 222744	 -267	 0	 0	 
82.1	 222357	 222736	 222736	 -267	 0	 0	 
82.2	 222421	 222731	 222731	 -267	 0	 0	 
82.3	 222501	 222722	 222722	 -267	 0	 0	 
82.4	 222605	 222707	 222707	 -267	 0	 0	 
82.5	 222720	 222688	 222688	 -267	 0	 0	 
82.6	 222816	 222662	 222662	 -267	 0	 0	 
82.7	 222873	 222640	 222640	 -267	 0	 0	 
82.8	 222872	 222623	 222623	 -267	 0	 0	 
82.9	 222813	 222616	 222616	 -267	 0	 0	 
83	 222715	 222617	 222617	 -267	 0	 0	 
83.1	 222603	 222627	 222627	 -267	 0	 0	 
83.2	 222495	 222633	 222633	 -267	 0	 0	 
83.3	 222413	 222643	 222643	 -267	 0	 0	 
83.4	 222349	 222647	 222647	 -267	 0	 0	 
83.5	 222295	 222649	 222649	 -267	 0	 0	 
83.6	 222249	 222655	 222655	 -267	 0	 0	 
83.7	 222193	 222658	 222658	 -267	 0	 0	 
83.8	 222143	 222668	 222668	 -267	 0	 0	 
83.9	 222103	 222676	 222676	 -267	 0	 0	 
84	 222092	 222686	 222686	 -267	 0	 0	 
84.1	 222113	 222690	 222690	 -267	 0	 0	 
84.2	 222161	 222687	 222687	 -267	 0	 0	 
84.3	 222229	 222680	 222680	 -267	 0	 0	 
84.4	 222290	 222666	 222666	 -267	 0	 0	 
84.5	 222334	 222652	 222652	 -267	 0	 0	 
84.6	 222358	 222644	 222644	 -267	 0	 0	 
84.7	 222356	 222636	 222636	 -267	 0	 0	 
84.8	 222352	 222637	 222637	 -267	 0	 0	 
84.9	 222349	 222640	 222640	 -267	 0	 0	 
85	 222357	 222644	 222644	 -267	 0	 0	 
85.1	 222370	 222643	 222643	 -267	 0	 0	 
85.2	 222383	 222641	 222641	 -267	 0	 0	 
85.3	 222378	 222632	 222632	 -267	 0	 0	 
85.4	 222356	 222622	 222622	 -267	 0	 0	 
85.5	 222322	 222612	 222612	 -267	 0	 0	 
85.6	 222286	 222599	 222599	 -267	 0	 0	 
85.7	 222271	 222586	 222586	 -267	 0	 0	 
85.8	 222285	 222565	 222565	 -267	 0	 0	 
85.9	 222339	 222539	 222539	 -267	 0	 0	 
86	 222418	 222501	 222501	 -267	 0	 0	 
86.1	 222510	 222451	 222451	 -267	 0	 0	 
86.2	 222600	 222395	 222395	 -267	 0	 0	 
86.3	 222668	 222329	 222329	 -267	 0	 0	 
86.4	 222723	 222269	 222269	 -267	 0	 0	 
86.5	 222766	 222213	 222213	 -267	 0	 0	 
86.6	 222811	 222170	 222170	 -267	 0	 0	 
86.7	 222873	 222145	 222145	 -267	 0	 0	 
86.8	 222945	 222133	 222133	 -267	 0	 0	 
86.9	 223029	 222141	 222141	 -267	 0	 0	 
87	 223101	 222161	 222161	 -267	 0	 0	 
87.1	 223149	 222196	 222196	 -267	 0	 0	 
87.2	 223161	 222241	 222241	 -267	 0	 0	 
87.3	 223136	 222294	 222294	 -267	 0	 0	 
87.4	 223084	 222353	 222353	 -267	 0	 0	 
87.5	 223018	 222419	 222419	 -267	 0	 0	 
87.6	 222951	 222489	 222489	 -267	 0	 0	 
87.7	 222889	 222565	 222565	 -267	 0	 0	 
87.8	 222823	 222643	 222643	 -267	 0	 0	 
87.9	 222741	 222728	 222728	 -267	 0	 0	 
88	 222614	 222812	 222812	 -267	 0	 0	 
88.1	 222434	 222901	 222901	 -267	 0	 0	 
88.2	 222193	 222992	 222992	 -267	 0	 0	 
88.3	 221896	 223080	 223080	 -267	 0	 0	 
88.4	 221570	 223169	 223169	 -267	 0	 0	 
88.5	 221237	 223254	 223254	 -267	 0	 0	 
88.6	 220919	 223334	 223334	 -267	 0	 0	 
88.7	 220637	 223412	 223412	 -267	 0	 0	 
88.8	 220393	 223484	 223484	 -267	 0	 0	 
88.9	 220189	 223550	 223550	 -267	 0	 0	 
89	 220020	 223608	 223608	 -267	 0	 0	 
89.1	 219883	 223654	 223654	 -267	 0	 0	 
89.2	 219777	 223683	 223683	 -267	 0	 0	 
89.3	 219708	 223691	 223691	 -267	 0	 0	 
89.4	 219681	 223676	 223676	 -267	 0	 0	 
89.5	 219709	 223639	 223639	 -267	 0	 0	 
89.6	 219792	 223576	 223576	 -267	 0	 0	 
89.7	 219935	 223496	 223496	 -267	 0	 0	 
89.8	 220130	 223397	 223397	 -267	 0	 0	 
89.9	 220369	 223285	 223285	 -267	 0	 0	 
90	 220642	 223163	 223163	 -267	 0	 0	 
90.1	 220934	 223031	 223031	 -267	 0	 0	 
90.2	 221247	 222901	 222901	 -267	 0	 0	 
90.3	 221565	 222768	 222768	 -267	 0	 0	 
90.4	 221893	 222646	 222646	 -267	 0	 0	 
90.5	 222216	 222535	 222535	 -267	 0	 0	 
90.6	 222525	 222441	 222441	 -267	 0	 0	 
90.7	 222814	 222372	 222372	 -267	 0	 0	 
90.8	 223057	 222321	 222321	 -267	 0	 0	 
90.9	 223253	 222290	 222290	 -267	 0	 0	 
91	 223392	 222268	 222268	 -267	 0	 0	 
91.1	 223486	 222242	 222242	 -267	 0	 0	 
91.2	 223578	 222212	 222212	 -267	 0	 0	 
91.3	 223689	 222163	 222163	 -267	 0	 0	 
91.4	 223865	 222112	 222112	 -267	 0	 0	 
91.5	 224093	 222058	 222058	 -267	 0	 0	 
91.6	 224347	 222010	 222010	 -267	 0	 0	 
91.7	 224593	 221982	 221982	 -267	 0	 0	 
91.8	 224773	 221964	 221964	 -267	 0	 0	 
91.9	 224879	 221959	 221959	 -267	 0	 0	 
92	 224903	 221956	 221956	 -267	 0	 0	 
92.1	 224872	 221951	 221951	 -267	 0	 0	 
92.2	 224814	 221941	 221941	 -267	 0	 0	 
92.3	 224752	 221930	 221930	 -267	 0	 0	 
92.4	 224688	 221919	 221919	 -267	 0	 0	 
92.5	 224608	 221916	 221916	 -267	 0	 0	 
92.6	 224353	 221920	 221920	 -267	 0	 0	 
92.7	 223944	 221929	 221929	 -267	 0	 0	 
92.8	 223423	 221934	 221934	 -267	 0	 0	 
92.9	 222946	 221928	 221928	 -267	 0	 0	 
93	 222646	 221906	 221906	 -267	 0	 0	 
93.1	 222576	 221866	 221866	 -267	 0	 0	 
93.2	 222717	 221818	 221818	 -267	 0	 0	 
93.3	 222929	 221762	 221762	 -267	 0	 0	 
93.4	 223096	 221717	 221717	 -267	 0	 0	 
93.5	 223135	 221687	 221687	 -267	 0	 0	 
93.6	 223037	 221671	 221671	 -267	 0	 0	 
93.7	 222889	 221674	 221674	 -267	 0	 0	 
93.8	 222772	 221691	 221691	 -267	 0	 0	 
93.9	 222742	 221715	 221715	 -267	 0	 0	 
94	 222793	 221752	 221752	 -267	 0	 0	 
94.1	 222847	 221796	 221796	 -267	 0	 0	 
94.2	 222838	 221860	 221860	 -267	 0	 0	 
94.3	 222699	 221938	 221938	 -267	 0	 0	 
94.4	 222444	 222033	 222033	 -267	 0	 0	 
94.5	 222139	 222147	 222147	 -267	 0	 0	 
94.6	 221862	 222269	 222269	 -267	 0	 0	 
94.7	 221455	 222398	 222398	 -267	 0	 0	 
94.8	 220027	 222535	 222535	 -267	 0	 0	 
94.9	 219139	 222670	 222670	 -267	 0	 0	 
95	 219200	 222815	 222815	 -267	 0	 0	 
95.1	 220030	 222964	 222964	 -267	 0	 0	 
95.2	 220503	 223118	 223118	 -267	 0	 0	 
95.3	 220803	 223283	 223283	 -267	 0	 0	 
95.4	 220457	 223442	 223442	 -267	 0	 0	 
95.5	 219597	 223600	 223600	 -267	 0	 0	 
95.6	 218719	 223745	 223745	 -267	 0	 0	 
95.7	 217973	 223872	 223872	 -267	 0	 0	 
95.8	 217862	 223981	 223981	 -267	 0	 0	 
95.9	 218281	 224073	 224073	 -267	 0	 0	 
96	 218978	 224144	 224144	 -267	 0	 0	 
96.1	 219679	 224087	 224087	 -267	 0	 0	 
96.2	 219931	 223934	 223934	 -267	 0	 0	 
96.3	 219719	 223735	 223735	 -267	 0	 0	 
96.4	 219134	 223609	 223609	 -267	 0	 0	 
96.5	 218465	 223622	 223622	 -267	 0	 0	 
96.6	 218104	 223790	 223790	 -267	 0	 0	 
96.7	 218176	 224049	 224049	 -267	 0	 0	 
96.8	 218682	 224279	 224279	 -267	 0	 0	 
96.9	 219373	 224401	 224401	 -267	 0	 0	 
97	 219917	 224366	 224366	 -267	 0	 0	 
97.1	 220127	 224211	 224211	 -267	 0	 0	 
97.2	 219970	 224033	 224033	 -267	 0	 0	 
97.3	 219646	 223906	 223906	 -267	 0	 0	 
97.4	 219453	 223889	 223889	 -267	 0	 0	 
97.5	 219612	 223958	 223958	 -267	 0	 0	 
97.6	 220202	 224043	 224043	 -267	 0	 0	 
97.7	 221076	 224065	 224065	 -267	 0	 0	 
97.8	 221987	 223976	 223976	 -267	 0	 0	 
97.9	 222680	 223784	 223784	 -267	 0	 0	 
98	 223027	 223557	 223557	 -267	 0	 0	 
98.1	 223068	 223367	 223367	 -267	 0	 0	 
98.2	 222989	 223277	 223277	 -267	 0	 0	 
98.3	 223001	 223280	 223280	 -267	 0	 0	 
98.4	 223263	 222991	 222991	 -267	 0	 0	 
98.5	 223789	 222210	 222210	 -267	 0	 0	 
98.6	 224470	 221561	 221561	 -267	 0	 0	 
98.7	 225137	 221563	 221563	 -267	 0	 0	 
98.8	 225621	 222099	 222099	 -267	 0	 0	 
98.9	 225866	 222422	 222422	 -267	 0	 0	 
99	 225764	 222665	 222665	 -267	 0	 0	 
99.1	 225358	 222452	 222452	 -267	 0	 0	 
99.2	 224836	 221885	 221885	 -267	 0	 0	 
99.3	 224470	 221243	 221243	 -267	 0	 0	 
99.4	 224485	 220623	 220623	 -267	 0	 0	 
99.5	 224849	 220393	 220393	 -267	 0	 0	 
99.6	 225423	 220495	 220495	 -267	 0	 0	 
99.7	 225947	 220820	 220820	 -267	 0	 0	 
99.8	 226201	 221185	 221185	 -267	 0	 0	 
99.9	 226133	 221289	 221289	 -267	 0	 0	 
100	 225819	 221101	 221101	 -267	 0	 0	 
100.1	 225462	 220635	 220635	 -267	 0	 0	 
100.2	 225263	 220090	 220090	 -267	 0	 0	 
100.3	 225309	 219717	 219717	 -267	 0	 0	 
100.4	 225567	 219646	 219646	 -267	 0	 0	 
100.5	 225866	 219920	 219920	 -267	 0	 0	 
100.6	 226024	 220397	 220397	 -267	 0	 0	 
100.7	 225910	 220861	 220861	 -267	 0	 0	 
100.8	 225530	 221140	 221140	 -267	 0	 0	 
100.9	 225007	 221133	 221133	 -267	 0	 0	 
101	 224521	 220920	 220920	 -267	 0	 0	 
101.1	 224217	 220666	 220666	 -267	 0	 0	 
101.2	 224117	 220552	 220552	 -267	 0	 0	 
101.3	 224125	 220702	 220702	 -267	 0	 0	 
101.4	 224075	 221094	 221094	 -267	 0	 0	 
101.5	 223818	 221604	 221604	 -267	 0	 0	 
101.6	 223308	 222051	 222051	 -267	 0	 0	 
101.7	 222613	 222285	 222285	 -267	 0	 0	 
101.8	 221901	 222277	 222277	 -267	 0	 0	 
101.9	 221321	 222097	 222097	 -267	 0	 0	 
102	 220968	 221914	 221914	 -267	 0	 0	 
102.1	 220812	 221883	 221883	 -267	 0	 0	 
102.2	 218544	 222087	 222087	 -267	 0	 0	 
102.3	 217464	 222507	 222507	 -267	 0	 0	 
102.4	 215956	 223017	 223017	 -267	 0	 0	 
102.5	 216376	 223464	 223464	 -267	 0	 0	 
102.6	 218051	 223726	 223726	 -267	 0	 0	 
102.7	 219104	 223769	 223769	 -267	 0	 0	 
102.8	 219777	 223657	 223657	 -267	 0	 0	 
102.9	 219022	 223512	 223512	 -267	 0	 0	 
103	 217660	 223456	 223456	 -267	 0	 0	 
103.1	 216376	 223558	 223558	 -267	 0	 0	 
103.2	 215530	 223797	 223797	 -267	 0	 0	 
103.3	 215970	 224086	 224086	 -267	 0	 0	 
103.4	 217188	 224313	 224313	 -267	 0	 0	 
103.5	 218801	 224382	 224382	 -267	 0	 0	 
103.6	 220137	 224253	 224253	 -267	 0	 0	 
103.7	 220512	 223936	 223936	 -267	 0	 0	 
103.8	 220044	 223568	 223568	 -267	 0	 0	 
103.9	 218928	 223312	 223312	 -267	 0	 0	 
104	 217833	 223286	 223286	 -267	 0	 0	 
104.1	 217342	 223491	 223491	 -267	 0	 0	 
104.2	 217610	 223827	 223827	 -267	 0	 0	 
104.3	 218559	 224139	 224139	 -267	 0	 0	 
104.4	 219660	 224298	 224298	 -267	 0	 0	 
104.5	 220432	 224265	 224265	 -267	 0	 0	 
104.6	 220607	 224103	 224103	 -267	 0	 0	 
104.7	 220222	 223942	 223942	 -267	 0	 0	 
104.8	 219661	 223891	 223891	 -267	 0	 0	 
104.9	 219356	 224006	 224006	 -267	 0	 0	 
105	 219599	 224227	 224227	 -267	 0	 0	 
105.1	 220416	 224443	 224443	 -267	 0	 0	 
105.2	 221522	 224536	 224536	 -267	 0	 0	 
105.3	 222526	 224441	 224441	 -267	 0	 0	 
105.4	 223104	 224198	 224198	 -267	 0	 0	 
105.5	 223144	 223896	 223896	 -267	 0	 0	 
105.6	 222818	 223658	 223658	 -267	 0	 0	 
105.7	 222445	 223559	 223559	 -267	 0	 0	 
105.8	 222350	 223588	 223588	 -267	 0	 0	 
105.9	 222715	 223679	 223679	 -267	 0	 0	 
106	 223483	 223721	 223721	 -267	 0	 0	 
106.1	 224431	 222934	 222934	 -267	 0	 0	 
106.2	 225269	 222624	 222624	 -267	 0	 0	 
106.3	 225764	 222073	 222073	 -267	 0	 0	 
106.4	 225747	 221970	 221970	 -267	 0	 0	 
106.5	 225139	 222177	 222177	 -267	 0	 0	 
106.6	 224255	 222375	 222375	 -267	 0	 0	 
106.7	 223526	 222523	 222523	 -267	 0	 0	 
106.8	 223347	 222283	 222283	 -267	 0	 0	 
106.9	 223777	 221827	 221827	 -267	 0	 0	 
107	 224620	 221247	 221247	 -267	 0	 0	 
107.1	 225484	 220704	 220704	 -267	 0	 0	 
107.2	 225980	 220466	 220466	 -267	 0	 0	 
107.3	 225942	 220499	 220499	 -267	 0	 0	 
107.4	 225450	 220785	 220785	 -267	 0	 0	 
107.5	 224810	 221142	 221142	 -267	 0	 0	 
107.6	 224361	 221353	 221353	 -267	 0	 0	 
107.7	 224330	 221367	 221367	 -267	 0	 0	 
107.8	 224710	 221157	 221157	 -267	 0	 0	 
107.9	 225278	 220880	 220880	 -267	 0	 0	 
108	 225716	 220705	 220705	 -267	 0	 0	 
108.1	 225767	 220738	 220738	 -267	 0	 0	 
108.2	 225385	 221025	 221025	 -267	 0	 0	 
108.3	 224738	 221448	 221448	 -267	 0	 0	 
108.4	 224131	 221857	 221857	 -267	 0	 0	 
108.5	 223837	 222099	 222099	 -267	 0	 0	 
108.6	 223961	 222093	 222093	 -267	 0	 0	 
108.7	 224395	 221886	 221886	 -267	 0	 0	 
108.8	 224867	 221584	 221584	 -267	 0	 0	 
108.9	 225123	 221348	 221348	 -267	 0	 0	 
109	 225015	 221273	 221273	 -267	 0	 0	 
109.1	 224609	 221378	 221378	 -267	 0	 0	 
109.2	 224116	 221585	 221585	 -267	 0	 0	 
109.3	 223791	 221768	 221768	 -267	 0	 0	 
109.4	 223789	 221817	 221817	 -267	 0	 0	 
109.5	 224091	 221688	 221688	 -267	 0	 0	 
109.6	 224525	 221425	 221425	 -267	 0	 0	 
109.7	 224855	 221144	 221144	 -267	 0	 0	 
109.8	 224907	 220969	 220969	 -267	 0	 0	 
109.9	 224640	 220977	 220977	 -267	 0	 0	 
110	 224187	 221179	 221179	 -267	 0	 0	 
110.1	 223738	 221488	 221488	 -267	 0	 0	 
110.2	 222582	 221794	 221794	 -267	 0	 0	 
110.3	 221974	 221998	 221998	 -267	 0	 0	 
110.4	 221380	 222050	 222050	 -267	 0	 0	 
110.5	 221654	 221995	 221995	 -267	 0	 0	 
110.6	 222469	 221921	 221921	 -267	 0	 0	 
110.7	 222930	 221928	 221928	 -267	 0	 0	 
110.8	 223058	 222084	 222084	 -267	 0	 0	 
110.9	 222421	 222377	 222377	 -267	 0	 0	 
111	 221401	 222743	 222743	 -267	 0	 0	 
111.1	 220413	 223074	 223074	 -267	 0	 0	 
111.2	 219723	 223282	 223282	 -267	 0	 0	 
111.3	 219758	 223342	 223342	 -267	 0	 0	 
111.4	 220290	 223274	 223274	 -267	 0	 0	 
111.5	 221072	 223177	 223177	 -267	 0	 0	 
111.6	 221685	 223128	 223128	 -267	 0	 0	 
111.7	 221742	 223186	 223186	 -267	 0	 0	 
111.8	 221265	 223346	 223346	 -267	 0	 0	 
111.9	 220404	 223540	 223540	 -267	 0	 0	 
112	 219572	 223687	 223687	 -267	 0	 0	 
112.1	 219146	 223710	 223710	 -267	 0	 0	 
112.2	 219269	 223588	 223588	 -267	 0	 0	 
112.3	 219889	 223359	 223359	 -267	 0	 0	 
112.4	 220677	 223100	 223100	 -267	 0	 0	 
112.5	 221282	 222902	 222902	 -267	 0	 0	 
112.6	 221456	 222813	 222813	 -267	 0	 0	 
112.7	 221169	 222846	 222846	 -267	 0	 0	 
112.8	 220629	 222945	 222945	 -267	 0	 0	 
112.9	 220148	 223043	 223043	 -267	 0	 0	 
113	 219999	 223082	 223082	 -267	 0	 0	 
113.1	 220283	 223041	 223041	 -267	 0	 0	 
113.2	 220874	 222949	 222949	 -267	 0	 0	 
113.3	 221512	 222868	 222868	 -267	 0	 0	 
113.4	 221906	 222858	 222858	 -267	 0	 0	 
113.5	 221896	 222955	 222955	 -267	 0	 0	 
113.6	 221515	 223145	 223145	 -267	 0	 0	 
113.7	 220962	 223374	 223374	 -267	 0	 0	 
113.8	 220515	 223573	 223573	 -267	 0	 0	 
113.9	 220379	 223677	 223677	 -267	 0	 0	 
114	 220619	 223671	 223671	 -267	 0	 0	 
114.1	 221117	 223571	 223571	 -267	 0	 0	 
114.2	 221654	 223435	 223435	 -267	 0	 0	 
114.3	 222015	 223321	 223321	 -267	 0	 0	 
114.4	 222084	 223263	 223263	 -267	 0	 0	 
114.5	 221912	 223268	 223268	 -267	 0	 0	 
114.6	 221659	 223289	 223289	 -267	 0	 0	 
114.7	 221536	 223279	 223279	 -267	 0	 0	 
114.8	 221684	 223188	 223188	 -267	 0	 0	 
114.9	 222125	 223009	 223009	 -267	 0	 0	 
115	 222732	 222763	 222763	 -267	 0	 0	 
115.1	 223314	 222505	 222505	 -267	 0	 0	 
115.2	 223696	 222294	 222294	 -267	 0	 0	 
115.3	 223795	 222159	 222159	 -267	 0	 0	 
115.4	 223671	 222103	 222103	 -267	 0	 0	 
115.5	 223478	 222084	 222084	 -267	 0	 0	 
115.6	 223403	 222051	 222051	 -267	 0	 0	 
115.7	 223576	 221966	 221966	 -267	 0	 0	 
115.8	 224002	 221809	 221809	 -267	 0	 0	 
115.9	 224593	 221616	 221616	 -267	 0	 0	 
116	 225169	 221425	 221425	 -267	 0	 0	 
116.1	 225585	 221291	 221291	 -267	 0	 0	 
116.2	 225646	 221246	 221246	 -267	 0	 0	 
116.3	 225318	 221278	 221278	 -267	 0	 0	 
116.4	 224775	 221359	 221359	 -267	 0	 0	 
116.5	 224327	 221439	 221439	 -267	 0	 0	 
116.6	 224237	 221476	 221476	 -267	 0	 0	 
116.7	 224554	 221464	 221464	 -267	 0	 0	 
116.8	 225144	 221415	 221415	 -267	 0	 0	 
116.9	 225719	 221368	 221368	 -267	 0	 0	 
117	 226009	 221363	 221363	 -267	 0	 0	 
117.1	 225891	 221412	 221412	 -267	 0	 0	 
117.2	 225433	 221510	 221510	 -267	 0	 0	 
117.3	 224868	 221620	 221620	 -267	 0	 0	 
117.4	 224456	 221701	 221701	 -267	 0	 0	 
117.5	 224358	 221722	 221722	 -267	 0	 0	 
117.6	 224561	 221677	 221677	 -267	 0	 0	 
117.7	 224882	 221587	 221587	 -267	 0	 0	 
117.8	 225070	 221487	 221487	 -267	 0	 0	 
117.9	 224953	 221422	 221422	 -267	 0	 0	 
118	 224504	 221403	 221403	 -267	 0	 0	 
118.1	 223895	 221434	 221434	 -267	 0	 0	 
118.2	 223371	 221485	 221485	 -267	 0	 0	 
118.3	 223142	 221525	 221525	 -267	 0	 0	 
118.4	 223269	 221534	 221534	 -267	 0	 0	 
118.5	 223623	 221505	 221505	 -267	 0	 0	 
118.6	 223971	 221461	 221461	 -267	 0	 0	 
118.7	 224086	 221433	 221433	 -267	 0	 0	 
118.8	 223865	 221452	 221452	 -267	 0	 0	 
118.9	 223380	 221532	 221532	 -267	 0	 0	 
119	 222828	 221664	 221664	 -267	 0	 0	 
119.1	 222427	 221817	 221817	 -267	 0	 0	 
119.2	 222307	 221961	 221961	 -267	 0	 0	 
119.3	 219924	 222067	 222067	 -267	 0	 0	 
119.4	 219827	 222131	 222131	 -267	 0	 0	 
119.5	 219308	 222167	 222167	 -267	 0	 0	 
119.6	 220112	 222197	 222197	 -267	 0	 0	 
119.7	 221470	 222243	 222243	 -267	 0	 0	 
119.8	 222429	 222318	 222318	 -267	 0	 0	 
119.9	 222927	 222409	 222409	 -267	 0	 0	 
120	 222217	 222500	 222500	 -267	 0	 0	 
120.1	 221173	 222562	 222562	 -267	 0	 0	 
120.2	 220207	 222586	 222586	 -267	 0	 0	 
120.3	 219749	 222564	 222564	 -267	 0	 0	 
120.4	 220329	 222518	 222518	 -267	 0	 0	 
120.5	 221473	 222466	 222466	 -267	 0	 0	 
120.6	 222890	 222430	 222430	 -267	 0	 0	 
120.7	 223940	 222423	 222423	 -267	 0	 0	 
120.8	 224149	 222435	 222435	 -267	 0	 0	 
120.9	 223619	 222459	 222459	 -267	 0	 0	 
121	 222539	 222472	 222472	 -267	 0	 0	 
121.1	 221525	 222463	 222463	 -267	 0	 0	 
121.2	 221054	 222441	 222441	 -267	 0	 0	 
121.3	 221287	 222402	 222402	 -267	 0	 0	 
121.4	 222163	 222382	 222382	 -267	 0	 0	 
