Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 Node2px 	 Node2py 	 Node2pz 	 Node3px 	 Node3py 	 Node3pz 	 Node4px 	 Node4py 	 Node4pz 	 Node5px 	 Node5py 	 Node5pz 	 Node6px 	 Node6py 	 Node6pz 	 Node7px 	 Node7py 	 Node7pz 	 Node8px 	 Node8py 	 Node8pz 	 Node9px 	 Node9py 	 Node9pz 	 Node10px 	 Node10py 	 Node10pz 	 Node11px 	 Node11py 	 Node11pz 	 Node12px 	 Node12py 	 Node12pz 	 Node13px 	 Node13py 	 Node13pz 	 Node14px 	 Node14py 	 Node14pz 	 Node15px 	 Node15py 	 Node15pz 	 Node16px 	 Node16py 	 Node16pz 	 Node17px 	 Node17py 	 Node17pz 	 Node18px 	 Node18py 	 Node18pz 	 Node19px 	 Node19py 	 Node19pz 	 Node20px 	 Node20py 	 Node20pz 	 Seg0Te 	 Seg1Te 	 Seg2Te 	 Seg3Te 	 Seg4Te 	 Seg5Te 	 Seg6Te 	 Seg7Te 	 Seg8Te 	 Seg9Te 	 Seg10Te 	 Seg11Te 	 Seg12Te 	 Seg13Te 	 Seg14Te 	 Seg15Te 	 Seg16Te 	 Seg17Te 	 Seg18Te 	 Seg19Te 	 
1.1	 133.5	 -231.23	 -70	 126.607	 -219.039	 -70.0025	 119.715	 -206.849	 -70.0025	 112.822	 -194.658	 -70.0025	 105.93	 -182.467	 -70.0025	 99.0373	 -170.277	 -70.0025	 92.1448	 -158.086	 -70.0025	 85.2523	 -145.895	 -70.0014	 78.3824	 -133.745	 -68.8687	 71.5656	 -121.688	 -66.7993	 64.7944	 -109.712	 -64.183	 58.0775	 -97.8322	 -61.042	 51.4233	 -86.063	 -57.3916	 44.8391	 -74.4178	 -53.2489	 38.3328	 -62.9103	 -48.6261	 31.9108	 -51.5522	 -43.5387	 25.5738	 -40.3562	 -38.0046	 19.276	 -29.3882	 -31.9897	 12.7842	 -19.0582	 -25.1129	 6.20042	 -9.83517	 -16.8825	 1.5	 -2.598	 -10.0128	 178780	 178507	 177964	 177162	 176122	 174884	 173513	 172683	 172498	 173433	 175294	 178147	 182013	 186849	 192545	 198925	 205816	 213489	 222455	 0	 
1.2	 133.5	 -231.23	 -70	 126.608	 -219.04	 -70.0025	 119.716	 -206.85	 -70.0025	 112.824	 -194.66	 -70.0025	 105.932	 -182.471	 -70.0025	 99.0396	 -170.281	 -70.0025	 92.1475	 -158.091	 -70.0025	 85.2553	 -145.901	 -70.0009	 78.378	 -133.737	 -69.0831	 71.5596	 -121.678	 -67.0397	 64.7887	 -109.702	 -64.4243	 58.072	 -97.8224	 -61.2839	 51.4179	 -86.0534	 -57.6341	 44.834	 -74.4087	 -53.4913	 38.3279	 -62.9016	 -48.8687	 31.9056	 -51.5441	 -43.7819	 25.5631	 -40.3539	 -38.2436	 19.2257	 -29.4345	 -32.1831	 12.6785	 -19.24	 -25.1593	 6.18306	 -9.93524	 -16.9517	 1.5	 -2.598	 -10.0157	 138007	 138256	 138743	 139443	 140323	 141344	 142463	 143952	 146263	 149509	 153254	 157435	 162020	 166984	 172315	 178008	 184142	 191254	 199474	 0	 
1.3	 133.5	 -231.23	 -70	 126.608	 -219.04	 -70.0025	 119.716	 -206.851	 -70.0025	 112.824	 -194.661	 -70.0025	 105.932	 -182.472	 -70.0025	 99.0404	 -170.282	 -70.0025	 92.1485	 -158.093	 -70.0025	 85.2566	 -145.903	 -70.0011	 78.3738	 -133.73	 -69.2795	 71.5527	 -121.665	 -67.2769	 64.7818	 -109.69	 -64.6634	 58.0654	 -97.8107	 -61.5231	 51.4115	 -86.0421	 -57.8736	 44.8279	 -74.3979	 -53.7304	 38.322	 -62.8913	 -49.1077	 31.8989	 -51.5347	 -44.0208	 25.5467	 -40.3546	 -38.4743	 19.1581	 -29.5015	 -32.35	 12.5788	 -19.4325	 -25.1773	 6.18902	 -10.006	 -17.0263	 1.5	 -2.598	 -10.0191	 124239	 124266	 124326	 124428	 124586	 124817	 125140	 125745	 127396	 130213	 133747	 137949	 142808	 148308	 154431	 161158	 168577	 177144	 186679	 0	 
1.4	 133.5	 -231.23	 -70	 126.608	 -219.04	 -70.0025	 119.716	 -206.851	 -70.0025	 112.824	 -194.661	 -70.0025	 105.932	 -182.471	 -70.0025	 99.0402	 -170.282	 -70.0025	 92.1482	 -158.092	 -70.0025	 85.2562	 -145.902	 -70.0014	 78.3694	 -133.722	 -69.4619	 71.5445	 -121.651	 -67.5126	 64.7732	 -109.675	 -64.9027	 58.0567	 -97.7954	 -61.7623	 51.4028	 -86.0268	 -58.1125	 44.8194	 -74.3828	 -53.9685	 38.3135	 -62.8765	 -49.345	 31.8887	 -51.5214	 -44.2568	 25.5214	 -40.3566	 -38.6968	 19.0748	 -29.584	 -32.4918	 12.4905	 -19.6143	 -25.1863	 6.21057	 -10.0559	 -17.1042	 1.5	 -2.598	 -10.0229	 128812	 128841	 128899	 128987	 129107	 129258	 129441	 129755	 131079	 133581	 136709	 140371	 144543	 149210	 154357	 159986	 166256	 173591	 181844	 0	 
1.5	 133.5	 -231.23	 -70	 126.608	 -219.04	 -70.0025	 119.716	 -206.85	 -70.0025	 112.824	 -194.66	 -70.0025	 105.932	 -182.471	 -70.0025	 99.0396	 -170.281	 -70.0025	 92.1475	 -158.091	 -70.0025	 85.2554	 -145.901	 -70.0016	 78.3658	 -133.716	 -69.6276	 71.5363	 -121.636	 -67.7451	 64.7643	 -109.659	 -65.1422	 58.0477	 -97.7795	 -62.0017	 51.3938	 -86.0108	 -58.3515	 44.8104	 -74.367	 -54.2065	 38.3043	 -62.8609	 -49.5821	 31.8765	 -51.5085	 -44.4915	 25.4878	 -40.3658	 -38.9116	 18.9826	 -29.6836	 -32.6119	 12.4188	 -19.7772	 -25.2024	 6.24299	 -10.0979	 -17.184	 1.5	 -2.598	 -10.0271	 139099	 139053	 138962	 138829	 138660	 138460	 138234	 138040	 138860	 140946	 143678	 146934	 150691	 154935	 159656	 164869	 170799	 177787	 185750	 0	 
1.6	 133.5	 -231.23	 -70	 126.608	 -219.04	 -70.0025	 119.716	 -206.85	 -70.0025	 112.824	 -194.66	 -70.0025	 105.932	 -182.47	 -70.0025	 99.0394	 -170.28	 -70.0025	 92.1473	 -158.091	 -70.0025	 85.2552	 -145.901	 -70.0019	 78.364	 -133.712	 -69.7735	 71.5291	 -121.624	 -67.9719	 64.756	 -109.644	 -65.3807	 58.0393	 -97.7646	 -62.2407	 51.3854	 -85.9961	 -58.5901	 44.8021	 -74.3524	 -54.4443	 38.2955	 -62.8468	 -49.819	 31.8626	 -51.4989	 -44.7246	 25.4454	 -40.3867	 -39.1165	 18.8877	 -29.7993	 -32.7118	 12.3655	 -19.9164	 -25.2343	 6.28093	 -10.1431	 -17.2601	 1.5	 -2.598	 -10.0317	 142079	 142041	 141967	 141859	 141720	 141553	 141363	 141172	 141986	 144122	 146947	 150290	 154122	 158425	 163189	 168446	 174480	 181524	 189517	 0	 
1.7	 133.5	 -231.23	 -70	 126.608	 -219.04	 -70.0025	 119.716	 -206.85	 -70.0025	 112.824	 -194.66	 -70.0025	 105.932	 -182.471	 -70.0025	 99.0396	 -170.281	 -70.0025	 92.1475	 -158.091	 -70.0025	 85.2555	 -145.901	 -70.0021	 78.3636	 -133.712	 -69.8996	 71.523	 -121.613	 -68.1913	 64.7482	 -109.631	 -65.6177	 58.0314	 -97.7507	 -62.479	 51.3776	 -85.9822	 -58.828	 44.7943	 -74.3388	 -54.6816	 38.2869	 -62.8342	 -50.0553	 31.8461	 -51.4936	 -44.9549	 25.3934	 -40.4211	 -39.309	 18.7954	 -29.9258	 -32.795	 12.3302	 -20.0291	 -25.2865	 6.3183	 -10.1988	 -17.3274	 1.5	 -2.598	 -10.0365	 138538	 138523	 138493	 138452	 138400	 138342	 138280	 138221	 139111	 141347	 144334	 147863	 151894	 156411	 161405	 166932	 173315	 180674	 188890	 0	 
1.8	 133.5	 -231.23	 -70	 126.608	 -219.04	 -70.0025	 119.716	 -206.851	 -70.0025	 112.824	 -194.661	 -70.0025	 105.932	 -182.471	 -70.0025	 99.0399	 -170.281	 -70.0025	 92.1479	 -158.092	 -70.0025	 85.2559	 -145.902	 -70.0023	 78.3639	 -133.712	 -70.0031	 71.5172	 -121.603	 -68.403	 64.7405	 -109.617	 -65.8532	 58.0235	 -97.7366	 -62.7169	 51.3697	 -85.9683	 -59.0656	 44.7864	 -74.3253	 -54.9186	 38.2775	 -62.8222	 -50.2909	 31.8251	 -51.4923	 -45.1815	 25.3316	 -40.4686	 -39.4875	 18.7101	 -30.0547	 -32.8677	 12.3106	 -20.115	 -25.3599	 6.3496	 -10.2675	 -17.3838	 1.5	 -2.598	 -10.0418	 133328	 133332	 133341	 133349	 133315	 133018	 131662	 127559	 120086	 129954	 137617	 142952	 147564	 152323	 157503	 163251	 169908	 177516	 185840	 0	 
1.9	 133.5	 -231.23	 -70	 126.608	 -219.041	 -70.0025	 119.717	 -206.852	 -70.0025	 112.825	 -194.663	 -70.0025	 105.933	 -182.474	 -70.0025	 99.0417	 -170.284	 -70.0025	 92.15	 -158.095	 -70.0025	 85.2583	 -145.906	 -70.0024	 78.3665	 -133.717	 -70.0014	 71.5089	 -121.588	 -68.6081	 64.7296	 -109.598	 -66.0878	 58.0125	 -97.7172	 -62.9547	 51.359	 -85.9494	 -59.303	 44.7757	 -74.3071	 -55.1551	 38.2645	 -62.8066	 -50.5251	 31.7967	 -51.4917	 -45.4031	 25.2596	 -40.5243	 -39.6514	 18.6327	 -30.1751	 -32.937	 12.3021	 -20.1749	 -25.4517	 6.37069	 -10.3467	 -17.4305	 1.5	 -2.598	 -10.0473	 102011	 102270	 102826	 103732	 105026	 106693	 108665	 110824	 113609	 117298	 121714	 126472	 131505	 136817	 142445	 148540	 155439	 163195	 171565	 0	 
2	 133.5	 -231.23	 -70	 126.608	 -219.041	 -70.0025	 119.716	 -206.851	 -70.0025	 112.825	 -194.662	 -70.0025	 105.933	 -182.473	 -70.0025	 99.041	 -170.283	 -70.0025	 92.1492	 -158.094	 -70.0025	 85.2574	 -145.905	 -70.0025	 78.3656	 -133.715	 -70.001	 71.4989	 -121.57	 -68.8064	 64.7164	 -109.574	 -66.3227	 57.9988	 -97.6929	 -63.194	 51.3454	 -85.9254	 -59.5415	 44.7619	 -74.2838	 -55.3922	 38.247	 -62.787	 -50.759	 31.7597	 -51.491	 -45.6201	 25.1799	 -40.5835	 -39.8037	 18.5637	 -30.2783	 -33.012	 12.2999	 -20.2133	 -25.5577	 6.38013	 -10.4296	 -17.4739	 1.5	 -2.598	 -10.0532	 114881	 114865	 114835	 114797	 114758	 114727	 114711	 114720	 115189	 116835	 119567	 122937	 126879	 131392	 136508	 142388	 149301	 157225	 165819	 0	 
2.1	 133.5	 -231.23	 -70	 126.608	 -219.04	 -70.0025	 119.716	 -206.851	 -70.0025	 112.824	 -194.661	 -70.0025	 105.932	 -182.471	 -70.0025	 99.0401	 -170.282	 -70.0025	 92.1482	 -158.092	 -70.0025	 85.2562	 -145.902	 -70.0025	 78.3642	 -133.713	 -70.0009	 71.4901	 -121.555	 -68.9935	 64.7033	 -109.551	 -66.5571	 57.9848	 -97.6682	 -63.4347	 51.3312	 -85.9005	 -59.7816	 44.747	 -74.2596	 -55.6308	 38.2267	 -62.7673	 -50.9931	 31.7159	 -51.4942	 -45.833	 25.0973	 -40.6469	 -39.9479	 18.5053	 -30.3624	 -33.1009	 12.3015	 -20.2399	 -25.6739	 6.3808	 -10.5128	 -17.5225	 1.5	 -2.598	 -10.0593	 129539	 129511	 129455	 129371	 129260	 129121	 128956	 128764	 128885	 130231	 132762	 135891	 139511	 143599	 148182	 153439	 159611	 166625	 174198	 0	 
2.2	 133.5	 -231.23	 -70	 126.608	 -219.04	 -70.0025	 119.716	 -206.85	 -70.0025	 112.824	 -194.661	 -70.0025	 105.932	 -182.471	 -70.0025	 99.0397	 -170.281	 -70.0025	 92.1476	 -158.091	 -70.0025	 85.2556	 -145.901	 -70.0025	 78.3635	 -133.712	 -70.001	 71.4838	 -121.544	 -69.1624	 64.6916	 -109.53	 -66.7876	 57.9719	 -97.6454	 -63.6748	 51.3181	 -85.8777	 -60.0219	 44.7327	 -74.2377	 -55.8696	 38.2047	 -62.7518	 -51.2263	 31.6666	 -51.5064	 -46.0399	 25.0166	 -40.7163	 -40.085	 18.4609	 -30.4286	 -33.2076	 12.3062	 -20.2658	 -25.7946	 6.37787	 -10.5946	 -17.582	 1.5	 -2.598	 -10.0658	 137373	 137329	 137243	 137115	 136948	 136745	 136507	 136238	 136188	 137461	 140036	 143256	 146982	 151190	 155919	 161382	 167780	 174974	 182847	 0	 
2.3	 133.5	 -231.23	 -70	 126.608	 -219.04	 -70.0025	 119.716	 -206.85	 -70.0025	 112.824	 -194.661	 -70.0025	 105.932	 -182.471	 -70.0025	 99.0397	 -170.281	 -70.0025	 92.1477	 -158.091	 -70.0025	 85.2556	 -145.901	 -70.0025	 78.3635	 -133.712	 -70.0012	 71.4799	 -121.537	 -69.3101	 64.6813	 -109.512	 -67.012	 57.96	 -97.6244	 -63.9131	 51.3058	 -85.8565	 -60.2612	 44.7186	 -74.2181	 -56.1074	 38.1803	 -62.741	 -51.4567	 31.6117	 -51.5281	 -46.2383	 24.9405	 -40.7887	 -40.2157	 18.4309	 -30.4763	 -33.3314	 12.3105	 -20.2971	 -25.9122	 6.37483	 -10.67	 -17.6532	 1.5	 -2.598	 -10.0725	 136772	 136754	 136720	 136670	 136607	 136534	 136453	 136367	 136446	 137908	 140737	 144272	 148337	 152901	 158018	 163910	 170726	 178246	 186540	 0	 
2.4	 133.5	 -231.23	 -70	 126.608	 -219.04	 -70.0025	 119.716	 -206.851	 -70.0025	 112.824	 -194.661	 -70.0025	 105.932	 -182.471	 -70.0025	 99.0399	 -170.281	 -70.0025	 92.1479	 -158.092	 -70.0025	 85.2558	 -145.902	 -70.0025	 78.3638	 -133.712	 -70.0014	 71.4774	 -121.532	 -69.438	 64.6716	 -109.495	 -67.2293	 57.9482	 -97.6037	 -64.1492	 51.2934	 -85.8357	 -60.4993	 44.7034	 -74.1995	 -56.3436	 38.1517	 -62.734	 -51.6833	 31.5509	 -51.5577	 -46.4273	 24.8707	 -40.8589	 -40.343	 18.4134	 -30.5066	 -33.4692	 12.3113	 -20.3363	 -26.0228	 6.37453	 -10.734	 -17.7358	 1.5	 -2.598	 -10.0796	 133684	 133683	 133683	 133685	 133691	 133704	 133726	 133759	 133914	 135443	 138363	 142047	 146283	 151036	 156378	 162525	 169572	 177253	 185757	 0	 
2.5	 133.5	 -231.23	 -70	 126.608	 -219.04	 -70.0025	 119.716	 -206.851	 -70.0025	 112.824	 -194.661	 -70.0025	 105.932	 -182.471	 -70.0025	 99.04	 -170.281	 -70.0025	 92.148	 -158.092	 -70.0025	 85.256	 -145.902	 -70.0025	 78.364	 -133.712	 -70.0016	 71.4756	 -121.529	 -69.5494	 64.6622	 -109.478	 -67.4392	 57.9362	 -97.5825	 -64.3832	 51.2803	 -85.8142	 -60.7363	 44.6863	 -74.1811	 -56.5784	 38.1182	 -62.7301	 -51.9057	 31.4853	 -51.5929	 -46.6074	 24.8088	 -40.9215	 -40.4713	 18.4051	 -30.5234	 -33.6166	 12.3068	 -20.3829	 -26.1267	 6.37923	 -10.7842	 -17.829	 1.5	 -2.598	 -10.0871	 131862	 131865	 131871	 131882	 131901	 131930	 131972	 132030	 132175	 133639	 136506	 140194	 144452	 149241	 154647	 160871	 167959	 175655	 184167	 0	 
2.6	 133.5	 -231.23	 -70	 126.608	 -219.04	 -70.0025	 119.716	 -206.851	 -70.0025	 112.824	 -194.661	 -70.0025	 105.932	 -182.471	 -70.0025	 99.04	 -170.281	 -70.0025	 92.148	 -158.092	 -70.0025	 85.256	 -145.902	 -70.0025	 78.364	 -133.712	 -70.0018	 71.4742	 -121.526	 -69.6474	 64.6532	 -109.462	 -67.6413	 57.9237	 -97.5609	 -64.6152	 51.2663	 -85.7921	 -60.9726	 44.6669	 -74.1632	 -56.8118	 38.0793	 -62.7296	 -52.1237	 31.4168	 -51.6318	 -46.7803	 24.7561	 -40.973	 -40.6051	 18.4024	 -30.5323	 -33.7688	 12.2976	 -20.4346	 -26.2265	 6.39049	 -10.8215	 -17.9309	 1.50001	 -2.598	 -10.0948	 132125	 132123	 132121	 132120	 132121	 132130	 132147	 132176	 132261	 133588	 136331	 139949	 144152	 148896	 154280	 160484	 167501	 175159	 183615	 0	 
