Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 Node2px 	 Node2py 	 Node2pz 	 Node3px 	 Node3py 	 Node3pz 	 Node4px 	 Node4py 	 Node4pz 	 Node5px 	 Node5py 	 Node5pz 	 Node6px 	 Node6py 	 Node6pz 	 Node7px 	 Node7py 	 Node7pz 	 Node8px 	 Node8py 	 Node8pz 	 Node9px 	 Node9py 	 Node9pz 	 Node10px 	 Node10py 	 Node10pz 	 Node11px 	 Node11py 	 Node11pz 	 Node12px 	 Node12py 	 Node12pz 	 Node13px 	 Node13py 	 Node13pz 	 Node14px 	 Node14py 	 Node14pz 	 Node15px 	 Node15py 	 Node15pz 	 Node16px 	 Node16py 	 Node16pz 	 Node17px 	 Node17py 	 Node17pz 	 Node18px 	 Node18py 	 Node18pz 	 Node19px 	 Node19py 	 Node19pz 	 Node20px 	 Node20py 	 Node20pz 	 Seg0Te 	 Seg1Te 	 Seg2Te 	 Seg3Te 	 Seg4Te 	 Seg5Te 	 Seg6Te 	 Seg7Te 	 Seg8Te 	 Seg9Te 	 Seg10Te 	 Seg11Te 	 Seg12Te 	 Seg13Te 	 Seg14Te 	 Seg15Te 	 Seg16Te 	 Seg17Te 	 Seg18Te 	 Seg19Te 	 
0	 -267	 0	 -70	 -252.996	 0	 -70.0025	 -238.991	 0	 -70.0025	 -224.987	 0	 -70.0025	 -210.983	 0	 -70.0025	 -196.978	 0	 -70.0025	 -182.974	 0	 -70.0025	 -168.97	 0	 -70.0025	 -154.966	 0	 -70.0025	 -140.961	 0	 -70.0013	 -126.968	 0	 -69.4425	 -113.069	 0	 -67.7256	 -99.3568	 0	 -64.8814	 -85.9118	 0	 -60.9628	 -72.8009	 0	 -56.0401	 -60.0735	 0	 -50.1966	 -47.7659	 0	 -43.5138	 -35.9002	 0	 -36.0741	 -24.4861	 0	 -27.9583	 -13.5226	 0	 -19.2432	 -3	 0	 -10	 179501	 179500	 179498	 179494	 179489	 179482	 179475	 179466	 179456	 179588	 180796	 183231	 186849	 191586	 197355	 204067	 211635	 219972	 228992	 238614	 
0.1	 -267	 0	 -70	 -252.996	 0	 -70.0025	 -238.991	 0	 -70.0025	 -224.987	 0	 -70.0025	 -210.983	 0	 -70.0025	 -196.979	 0	 -70.0025	 -182.974	 0	 -70.0025	 -168.97	 0	 -70.0025	 -154.966	 0	 -70.0025	 -140.961	 0	 -70.0013	 -126.968	 0	 -69.4425	 -113.069	 0	 -67.7257	 -99.3571	 0	 -64.8808	 -85.9121	 0	 -60.9619	 -72.8009	 0	 -56.0399	 -60.0737	 0	 -50.1961	 -47.7662	 0	 -43.5131	 -35.9	 0	 -36.0744	 -24.4861	 0	 -27.9583	 -13.5223	 0	 -19.2434	 -3	 0	 -10	 179122	 179121	 179120	 179118	 179116	 179114	 179110	 179107	 179103	 179241	 180455	 182895	 186519	 191258	 197028	 203741	 211309	 219645	 228665	 238286	 
0.2	 -267	 0	 -70	 -252.996	 0	 -70.0025	 -238.991	 0	 -70.0025	 -224.987	 0	 -70.0025	 -210.983	 0	 -70.0025	 -196.979	 0	 -70.0025	 -182.974	 0	 -70.0025	 -168.97	 0	 -70.0025	 -154.966	 0	 -70.0025	 -140.962	 0	 -70.0013	 -126.968	 0	 -69.4428	 -113.07	 0	 -67.7257	 -99.3576	 0	 -64.8802	 -85.9127	 0	 -60.961	 -72.8012	 0	 -56.04	 -60.0742	 0	 -50.1958	 -47.7668	 0	 -43.5125	 -35.9	 0	 -36.0747	 -24.4862	 0	 -27.9586	 -13.5221	 0	 -19.2441	 -3	 0	 -10.0005	 178208	 178167	 178094	 178004	 177917	 177854	 177830	 177849	 177905	 178126	 179427	 181940	 185615	 190385	 196171	 202893	 210462	 218798	 227816	 237436	 
0.3	 -267	 0	 -70	 -252.996	 0	 -70.0025	 -238.992	 0	 -70.0025	 -224.987	 0	 -70.0025	 -210.983	 0	 -70.0025	 -196.979	 0	 -70.0025	 -182.975	 0	 -70.0025	 -168.97	 0	 -70.0025	 -154.966	 0	 -70.0025	 -140.962	 0	 -70.0013	 -126.969	 0	 -69.4436	 -113.07	 0	 -67.7261	 -99.3582	 0	 -64.8798	 -85.9133	 0	 -60.9607	 -72.8015	 0	 -56.0404	 -60.0747	 0	 -50.1959	 -47.7674	 0	 -43.5126	 -35.9004	 0	 -36.0753	 -24.4863	 0	 -27.9594	 -13.5219	 0	 -19.2454	 -3	 0	 -10.0016	 176798	 176728	 176603	 176450	 176303	 176199	 176164	 176210	 176330	 176642	 178051	 180673	 184451	 189311	 195178	 201968	 209593	 217970	 227017	 236651	 
0.4	 -267	 0	 -70	 -252.996	 0	 -70.0025	 -238.992	 0	 -70.0025	 -224.987	 0	 -70.0025	 -210.983	 0	 -70.0025	 -196.979	 0	 -70.0025	 -182.975	 0	 -70.0025	 -168.971	 0	 -70.0025	 -154.966	 0	 -70.0025	 -140.962	 0	 -70.0013	 -126.969	 0	 -69.4455	 -113.07	 0	 -67.7272	 -99.3586	 0	 -64.8803	 -85.9138	 0	 -60.9612	 -72.8018	 0	 -56.0417	 -60.075	 0	 -50.1969	 -47.7678	 0	 -43.5135	 -35.9008	 0	 -36.0763	 -24.4863	 0	 -27.9611	 -13.5216	 0	 -19.2475	 -3	 0	 -10.0033	 176014	 175922	 175755	 175548	 175344	 175185	 175107	 175125	 175232	 175541	 176954	 179581	 183359	 188215	 194074	 200857	 208474	 216843	 225883	 235513	 
0.5	 -267	 0	 -70	 -252.996	 0	 -70.0025	 -238.992	 0	 -70.0025	 -224.987	 0	 -70.0025	 -210.983	 0	 -70.0025	 -196.979	 0	 -70.0025	 -182.975	 0	 -70.0025	 -168.971	 0	 -70.0025	 -154.966	 0	 -70.0025	 -140.962	 0	 -70.0013	 -126.969	 0	 -69.4486	 -113.071	 0	 -67.7295	 -99.3588	 0	 -64.882	 -85.9139	 0	 -60.9631	 -72.8018	 0	 -56.0439	 -60.0751	 0	 -50.199	 -47.7679	 0	 -43.5156	 -35.9011	 0	 -36.078	 -24.486	 0	 -27.9638	 -13.521	 0	 -19.2505	 -3	 0	 -10.0057	 175534	 175447	 175292	 175101	 174916	 174783	 174734	 174784	 174926	 175269	 176717	 179380	 183189	 188071	 193953	 200755	 208387	 216767	 225813	 235446	 
0.6	 -267	 0	 -70	 -252.996	 0	 -70.0025	 -238.992	 0	 -70.0025	 -224.987	 0	 -70.0025	 -210.983	 0	 -70.0025	 -196.979	 0	 -70.0025	 -182.975	 0	 -70.0025	 -168.97	 0	 -70.0025	 -154.966	 0	 -70.0025	 -140.962	 0	 -70.0013	 -126.969	 0	 -69.4528	 -113.07	 0	 -67.733	 -99.3586	 0	 -64.885	 -85.9137	 0	 -60.9663	 -72.8015	 0	 -56.0471	 -60.0748	 0	 -50.2023	 -47.7676	 0	 -43.5188	 -35.9011	 0	 -36.0807	 -24.4853	 0	 -27.9674	 -13.5202	 0	 -19.2543	 -3	 0	 -10.0085	 176281	 176200	 176053	 175873	 175696	 175562	 175504	 175533	 175644	 175947	 177354	 179984	 183762	 188617	 194477	 201260	 208878	 217246	 226283	 235913	 
0.7	 -267	 0	 -70	 -252.996	 0	 -70.0025	 -238.991	 0	 -70.0025	 -224.987	 0	 -70.0025	 -210.983	 0	 -70.0025	 -196.979	 0	 -70.0025	 -182.974	 0	 -70.0025	 -168.97	 0	 -70.0025	 -154.966	 0	 -70.0025	 -140.962	 0	 -70.0013	 -126.968	 0	 -69.4575	 -113.07	 0	 -67.7375	 -99.3582	 0	 -64.8891	 -85.9131	 0	 -60.9706	 -72.8011	 0	 -56.051	 -60.0742	 0	 -50.2064	 -47.767	 0	 -43.523	 -35.9009	 0	 -36.0841	 -24.4844	 0	 -27.9718	 -13.5193	 0	 -19.2586	 -3	 0	 -10.0118	 177671	 177597	 177463	 177295	 177127	 176994	 176923	 176926	 176997	 177249	 178605	 181194	 184938	 189766	 195605	 202372	 209980	 218339	 227370	 236999	 
0.8	 -267	 0	 -70	 -252.996	 0	 -70.0025	 -238.991	 0	 -70.0025	 -224.987	 0	 -70.0025	 -210.983	 0	 -70.0025	 -196.979	 0	 -70.0025	 -182.974	 0	 -70.0025	 -168.97	 0	 -70.0025	 -154.966	 0	 -70.0025	 -140.961	 0	 -70.0013	 -126.968	 0	 -69.4619	 -113.069	 0	 -67.7424	 -99.3576	 0	 -64.8939	 -85.9125	 0	 -60.9755	 -72.8006	 0	 -56.0553	 -60.0736	 0	 -50.2112	 -47.7664	 0	 -43.5276	 -35.9006	 0	 -36.0881	 -24.4836	 0	 -27.9765	 -13.5186	 0	 -19.2631	 -3	 0	 -10.0155	 178940	 178874	 178755	 178605	 178454	 178334	 178268	 178266	 178322	 178551	 179883	 182457	 186193	 191017	 196856	 203625	 211236	 219600	 228633	 238265	 
0.9	 -267	 0	 -70	 -252.996	 0	 -70.0025	 -238.991	 0	 -70.0025	 -224.987	 0	 -70.0025	 -210.983	 0	 -70.0025	 -196.978	 0	 -70.0025	 -182.974	 0	 -70.0025	 -168.97	 0	 -70.0025	 -154.966	 0	 -70.0025	 -140.961	 0	 -70.0013	 -126.967	 0	 -69.4653	 -113.069	 0	 -67.7474	 -99.357	 0	 -64.899	 -85.9119	 0	 -60.9806	 -72.8002	 0	 -56.0598	 -60.073	 0	 -50.2161	 -47.7658	 0	 -43.5324	 -35.9003	 0	 -36.0926	 -24.483	 0	 -27.9813	 -13.5182	 0	 -19.2676	 -3	 0	 -10.0195	 179759	 179692	 179570	 179416	 179257	 179124	 179038	 179009	 179034	 179225	 180517	 183058	 186764	 191564	 197382	 204133	 211731	 220084	 229110	 238739	 
