Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 Node2px 	 Node2py 	 Node2pz 	 Node3px 	 Node3py 	 Node3pz 	 Node4px 	 Node4py 	 Node4pz 	 Node5px 	 Node5py 	 Node5pz 	 Node6px 	 Node6py 	 Node6pz 	 Node7px 	 Node7py 	 Node7pz 	 Node8px 	 Node8py 	 Node8pz 	 Node9px 	 Node9py 	 Node9pz 	 Node10px 	 Node10py 	 Node10pz 	 Node11px 	 Node11py 	 Node11pz 	 Node12px 	 Node12py 	 Node12pz 	 Node13px 	 Node13py 	 Node13pz 	 Node14px 	 Node14py 	 Node14pz 	 Node15px 	 Node15py 	 Node15pz 	 Node16px 	 Node16py 	 Node16pz 	 Node17px 	 Node17py 	 Node17pz 	 Node18px 	 Node18py 	 Node18pz 	 Node19px 	 Node19py 	 Node19pz 	 Node20px 	 Node20py 	 Node20pz 	 Seg0Te 	 Seg1Te 	 Seg2Te 	 Seg3Te 	 Seg4Te 	 Seg5Te 	 Seg6Te 	 Seg7Te 	 Seg8Te 	 Seg9Te 	 Seg10Te 	 Seg11Te 	 Seg12Te 	 Seg13Te 	 Seg14Te 	 Seg15Te 	 Seg16Te 	 Seg17Te 	 Seg18Te 	 Seg19Te 	 
0	 -267	 0	 -70	 -252.992	 -0.126231	 -70.0025	 -238.983	 -0.252462	 -70.0025	 -224.975	 -0.378692	 -70.0025	 -210.966	 -0.504923	 -70.0025	 -196.958	 -0.631154	 -70.0006	 -182.956	 -0.757327	 -69.5777	 -168.982	 -0.883248	 -68.5959	 -155.057	 -1.00872	 -67.0622	 -141.204	 -1.13356	 -64.9842	 -127.441	 -1.25757	 -62.369	 -113.79	 -1.38059	 -59.227	 -100.266	 -1.50245	 -55.5734	 -86.8846	 -1.62303	 -51.4266	 -73.6606	 -1.74219	 -46.8027	 -60.6075	 -1.85981	 -41.7163	 -47.7369	 -1.97579	 -36.1836	 -35.0574	 -2.09005	 -30.2258	 -22.5755	 -2.20252	 -23.864	 -10.2978	 -2.31316	 -17.1161	 1.77042	 -2.4219	 -10	 375539	 375538	 375538	 375537	 375537	 375707	 376459	 377806	 379739	 382251	 385334	 388974	 393151	 397846	 403043	 408727	 414880	 421476	 428493	 435915	 
0.2	 -267	 0	 -70	 -252.993	 -0.126218	 -70.0025	 -238.986	 -0.252434	 -70.0025	 -224.98	 -0.378646	 -70.0025	 -210.974	 -0.504853	 -70.0025	 -196.969	 -0.631054	 -70.0008	 -182.971	 -0.757192	 -69.5794	 -169.001	 -0.883071	 -68.5996	 -155.082	 -1.0085	 -67.0686	 -141.234	 -1.13328	 -64.9932	 -127.477	 -1.25725	 -62.3812	 -113.831	 -1.38021	 -59.2433	 -100.313	 -1.50203	 -55.5945	 -86.9371	 -1.62256	 -51.4539	 -73.7184	 -1.74167	 -46.8362	 -60.6707	 -1.85924	 -41.7554	 -47.8052	 -1.97518	 -36.2293	 -35.1301	 -2.08939	 -30.2791	 -22.6524	 -2.20152	 -23.9254	 -10.4175	 -2.23288	 -17.1148	 -3	 0	 -10	 315265	 306537	 289776	 266404	 238549	 208953	 180817	 156338	 136998	 123203	 114397	 109460	 107179	 106579	 107045	 108263	 110092	 112471	 115393	 0	 
0.3	 -267	 0	 -70	 -253.009	 -0.126076	 -70.0025	 -239.017	 -0.252157	 -70.0025	 -225.024	 -0.378246	 -70.0025	 -211.03	 -0.504347	 -70.0025	 -197.035	 -0.630458	 -70.0018	 -183.044	 -0.756535	 -69.6215	 -169.08	 -0.882362	 -68.6483	 -155.165	 -1.00775	 -67.1243	 -141.319	 -1.13251	 -65.055	 -127.565	 -1.25646	 -62.4495	 -113.92	 -1.37941	 -59.3182	 -100.402	 -1.50122	 -55.6761	 -87.0263	 -1.62175	 -51.5428	 -73.8072	 -1.74087	 -46.9315	 -60.759	 -1.85845	 -41.8559	 -47.8924	 -1.97439	 -36.3352	 -35.2156	 -2.0886	 -30.3907	 -22.7374	 -2.19703	 -24.0392	 -10.5978	 -2.04148	 -17.0625	 -3	 0	 -10.0003	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2942.18	 9548.72	 19387.6	 32049.1	 46449.1	 61344.4	 75740.9	 89068.9	 101277	 0	 
0.4	 -267	 0	 -70	 -253.019	 -0.125986	 -70.0025	 -239.037	 -0.251978	 -70.0025	 -225.053	 -0.377985	 -70.0025	 -211.068	 -0.504009	 -70.0025	 -197.08	 -0.630055	 -70.0023	 -183.092	 -0.756099	 -69.733	 -169.133	 -0.881887	 -68.764	 -155.22	 -1.00725	 -67.2444	 -141.375	 -1.13201	 -65.1785	 -127.62	 -1.25596	 -62.5762	 -113.974	 -1.37893	 -59.4482	 -100.455	 -1.50075	 -55.8095	 -87.0772	 -1.62129	 -51.6797	 -73.857	 -1.74042	 -47.0711	 -60.8079	 -1.85801	 -41.9974	 -47.9404	 -1.97396	 -36.479	 -35.2626	 -2.08804	 -30.5373	 -22.7883	 -2.18515	 -24.1787	 -10.7771	 -1.80606	 -16.9924	 -3	 0	 -10.0009	 0	 0	 0	 0	 0	 0	 0	 0	 0	 11912.5	 19873.8	 27611.8	 35165.5	 42682.3	 50272.1	 57948.2	 65670.8	 73413.6	 81415	 0	 
0.5	 -267	 0	 -70	 -253.026	 -0.125924	 -70.0025	 -239.05	 -0.251859	 -70.0025	 -225.072	 -0.377812	 -70.0025	 -211.092	 -0.503792	 -70.0025	 -197.108	 -0.629805	 -70.0024	 -183.119	 -0.755852	 -69.9037	 -169.16	 -0.881642	 -68.936	 -155.244	 -1.00704	 -67.4178	 -141.397	 -1.13181	 -65.3524	 -127.641	 -1.25577	 -62.7508	 -113.995	 -1.37874	 -59.6236	 -100.475	 -1.50057	 -55.9857	 -87.0969	 -1.62112	 -51.8571	 -73.8761	 -1.74025	 -47.2489	 -60.8268	 -1.85784	 -42.1751	 -47.9587	 -1.97379	 -36.657	 -35.2804	 -2.08734	 -30.7154	 -22.8155	 -2.16109	 -24.3371	 -10.946	 -1.56356	 -16.9328	 -3	 0	 -10.0018	 0	 0	 0	 0	 0	 0	 0	 0	 18842.8	 25845.1	 33188.8	 40865.6	 48808.5	 56906.6	 65060.8	 73238.6	 81493.4	 89947	 99152.3	 0	 
0.6	 -267	 0	 -70	 -253.028	 -0.125902	 -70.0025	 -239.055	 -0.251818	 -70.0025	 -225.078	 -0.377758	 -70.0025	 -211.098	 -0.503734	 -70.0025	 -197.113	 -0.629756	 -70.0025	 -183.122	 -0.755828	 -70.0055	 -169.151	 -0.88172	 -69.1474	 -155.234	 -1.00713	 -67.6281	 -141.387	 -1.1319	 -65.5612	 -127.631	 -1.25586	 -62.9583	 -113.985	 -1.37882	 -59.8299	 -100.466	 -1.50065	 -56.191	 -87.0881	 -1.6212	 -52.0615	 -73.8677	 -1.74032	 -47.4521	 -60.8187	 -1.85791	 -42.3768	 -47.951	 -1.97383	 -36.8576	 -35.2735	 -2.08574	 -30.9138	 -22.8272	 -2.11738	 -24.4987	 -11.105	 -1.3222	 -16.8808	 -3	 0	 -10.0031	 0	 0	 0	 0	 0	 0	 0	 15901.1	 21495.5	 27477.3	 34081.6	 41585.9	 50118.6	 59537.9	 69478.1	 79512.7	 89325.5	 98829.3	 108736	 0	 
0.7	 -267	 0	 -70	 -253.027	 -0.125915	 -70.0025	 -239.052	 -0.251845	 -70.0025	 -225.073	 -0.377807	 -70.0025	 -211.089	 -0.503815	 -70.0025	 -197.099	 -0.62988	 -70.0025	 -183.101	 -0.756014	 -70.0034	 -169.115	 -0.882046	 -69.3847	 -155.198	 -1.00745	 -67.8634	 -141.351	 -1.13223	 -65.7936	 -127.596	 -1.25618	 -63.1878	 -113.95	 -1.37915	 -60.0567	 -100.431	 -1.50097	 -56.4153	 -87.0532	 -1.62151	 -52.2832	 -73.8335	 -1.74063	 -47.6711	 -60.7855	 -1.85821	 -42.5932	 -47.9187	 -1.97403	 -37.0716	 -35.2434	 -2.08207	 -31.1229	 -22.8265	 -2.04964	 -24.6512	 -11.2455	 -1.09392	 -16.8385	 -3	 0	 -10.0045	 0	 0	 0	 0	 0	 0	 24752.8	 29774.1	 35442.6	 41604.5	 48182.5	 55026.9	 61960.7	 68868.8	 75756.3	 82732.6	 89954.7	 97621.8	 106530	 0	 
0.8	 -267	 0	 -70	 -253.02	 -0.125974	 -70.0025	 -239.038	 -0.25197	 -70.0025	 -225.051	 -0.378006	 -70.0025	 -211.057	 -0.504104	 -70.0025	 -197.057	 -0.630262	 -70.0025	 -183.056	 -0.756421	 -70.0027	 -169.061	 -0.882536	 -69.6349	 -155.143	 -1.00795	 -68.1135	 -141.297	 -1.13272	 -66.0401	 -127.542	 -1.25667	 -63.4306	 -113.896	 -1.37963	 -60.2961	 -100.378	 -1.50144	 -56.6515	 -87.0015	 -1.62197	 -52.5162	 -73.7829	 -1.74109	 -47.9007	 -60.7359	 -1.85865	 -42.8197	 -47.8702	 -1.9742	 -37.2951	 -35.1986	 -2.07464	 -31.3382	 -22.8219	 -1.95696	 -24.7906	 -11.3639	 -0.888141	 -16.8127	 -3	 0	 -10.0063	 0	 0	 0	 0	 41634	 43003.3	 41777.8	 42047.2	 44834.9	 49296.3	 54823	 61030.5	 67670.8	 74548.8	 81513.2	 88482.5	 95474.9	 102701	 111049	 0	 
0.9	 -267	 0	 -70	 -253.003	 -0.126126	 -70.0025	 -239.003	 -0.252284	 -70.0025	 -225.002	 -0.378449	 -70.0025	 -211.001	 -0.504614	 -70.0025	 -196.999	 -0.630778	 -70.0025	 -182.998	 -0.756943	 -70.0025	 -168.998	 -0.883102	 -69.887	 -155.079	 -1.00852	 -68.3714	 -141.233	 -1.13329	 -66.2943	 -127.478	 -1.25724	 -63.681	 -113.833	 -1.3802	 -60.5429	 -100.315	 -1.502	 -56.895	 -86.9396	 -1.62253	 -52.7561	 -73.722	 -1.74164	 -48.137	 -60.6761	 -1.85917	 -43.0527	 -47.8117	 -1.97408	 -37.5247	 -35.1458	 -2.0613	 -31.5554	 -22.8204	 -1.84036	 -24.914	 -11.4592	 -0.709663	 -16.8072	 -3	 0	 -10.0082	 0	 41295.9	 68898.9	 70798.6	 70644.1	 68216.1	 65533.1	 64535	 66081	 68926.9	 72272.6	 75713.4	 79273.3	 83218	 87822.1	 93216.8	 99373.4	 106317	 114544	 0	 
1	 -267	 0	 -70	 -252.996	 -0.126194	 -70.0025	 -238.991	 -0.252388	 -70.0025	 -224.987	 -0.378582	 -70.0025	 -210.983	 -0.504776	 -70.0025	 -196.978	 -0.63097	 -70.0025	 -182.974	 -0.757164	 -70.0025	 -168.97	 -0.883357	 -70.0053	 -155.033	 -1.00894	 -68.6313	 -141.184	 -1.13374	 -66.5523	 -127.426	 -1.25771	 -63.9361	 -113.779	 -1.38068	 -60.795	 -100.26	 -1.5025	 -57.1442	 -86.8831	 -1.62304	 -53.0019	 -73.6647	 -1.74215	 -48.3794	 -60.6184	 -1.85965	 -43.2921	 -47.7543	 -1.97316	 -37.7603	 -35.0956	 -2.03928	 -31.7728	 -22.8313	 -1.70309	 -25.0223	 -11.5343	 -0.561556	 -16.8265	 -3	 0	 -10.0104	 206449	 205899	 205202	 204771	 204627	 204337	 203237	 201630	 197794	 192072	 184291	 175146	 165864	 157644	 151183	 146600	 143702	 142527	 143623	 0	 
