      w1[rad/s]       w2[rad/s] beta1[deg] beta2[deg] DOF MOD(QTF)/rho/g PHASE(QTF)[deg] Re(QTF)/rho/g Im(QTF)/rho/g
       1.150        0.550        0.000        0.000  2  0.1260581E-06 -0.1263929E+03 -0.7479265E-07 -0.1014727E-06
       1.150        0.600        0.000        0.000  2  0.4066372E-06  0.1050256E+03 -0.1054210E-06  0.3927343E-06
       1.150        0.650        0.000        0.000  2  0.1610121E-06  0.1501005E+03 -0.1395816E-06  0.8026121E-07
       1.150        0.700        0.000        0.000  2  0.1375057E-06 -0.1073671E+03 -0.4104443E-07 -0.1312371E-06
       1.150        0.750        0.000        0.000  2  0.1032487E-06 -0.1290181E+03 -0.6500179E-07 -0.8021881E-07
       1.150        0.800        0.000        0.000  2  0.5979880E-07 -0.7843739E+02  0.1198599E-07 -0.5858526E-07
       1.150        0.850        0.000        0.000  2  0.3031780E-07 -0.1026484E+03 -0.6638640E-08 -0.2958205E-07
       1.150        0.900        0.000        0.000  2  0.3015629E-07  0.1676727E+03 -0.2946101E-07  0.6438229E-08
       1.150        0.950        0.000        0.000  2  0.5508826E-07 -0.1443452E+03 -0.4476161E-07 -0.3211099E-07
       1.150        1.000        0.000        0.000  2  0.4648255E-07  0.6532748E+02  0.1940328E-07  0.4223909E-07
       1.150        1.050        0.000        0.000  2  0.2173928E-06 -0.1234334E+03 -0.1197764E-06 -0.1814200E-06
       1.150        1.100        0.000        0.000  2  0.9384915E-07 -0.3021265E+02  0.8110102E-07 -0.4722591E-07
       1.150        1.150        0.000        0.000  2  0.3000472E-07  0.1800000E+03 -0.3000472E-07  0.0000000E+00
       1.200        0.250        0.000        0.000  2  0.1211799E-05 -0.1079760E+03 -0.3739835E-06 -0.1152647E-05
       1.200        0.300        0.000        0.000  2  0.1503116E-05 -0.1084531E+03 -0.4757786E-06 -0.1425830E-05
       1.200        0.350        0.000        0.000  2  0.1845037E-06 -0.1172103E+03 -0.8436587E-07 -0.1640854E-06
       1.200        0.400        0.000        0.000  2  0.5648131E-07 -0.1164407E+03 -0.2514953E-07 -0.5057311E-07
       1.200        0.450        0.000        0.000  2  0.5181233E-06 -0.8214804E+02  0.7078287E-07 -0.5132655E-06
       1.200        0.500        0.000        0.000  2  0.7655972E-07 -0.1129571E+03 -0.2986144E-07 -0.7049599E-07
       1.200        0.550        0.000        0.000  2  0.4882200E-07 -0.1300590E+03 -0.3142070E-07 -0.3736746E-07
       1.200        0.600        0.000        0.000  2  0.2214105E-06  0.1021581E+03 -0.4663127E-07  0.2164443E-06
       1.200        0.650        0.000        0.000  2  0.7101794E-07  0.1150521E+03 -0.3007196E-07  0.6433680E-07
       1.200        0.700        0.000        0.000  2  0.6786103E-07 -0.5704618E+02  0.3691389E-07 -0.5694282E-07
       1.200        0.750        0.000        0.000  2  0.2703548E-07 -0.1291762E+03 -0.1707853E-07 -0.2095807E-07
       1.200        0.800        0.000        0.000  2  0.1035776E-07 -0.1134197E+03 -0.4116832E-08 -0.9504468E-08
       1.200        0.850        0.000        0.000  2  0.2977136E-07  0.7485126E+01  0.2951766E-07  0.3878279E-08
       1.200        0.900        0.000        0.000  2  0.2534151E-07  0.9200520E+02 -0.8867020E-09  0.2532599E-07
       1.200        0.950        0.000        0.000  2  0.2520843E-07 -0.9852879E+02 -0.3738570E-08 -0.2492966E-07
       1.200        1.000        0.000        0.000  2  0.9102885E-07 -0.1191453E+03 -0.4433345E-07 -0.7950344E-07
       1.200        1.050        0.000        0.000  2  0.1198807E-06  0.1757443E+03 -0.1195502E-06  0.8896004E-08
       1.200        1.100        0.000        0.000  2  0.6787971E-07  0.1573561E+01  0.6785412E-07  0.1864002E-08
       1.200        1.150        0.000        0.000  2  0.6024890E-07  0.1569152E+03 -0.5542451E-07  0.2362315E-07
       1.200        1.200        0.000        0.000  2  0.1374797E-07  0.0000000E+00  0.1374797E-07  0.0000000E+00
       1.250        0.250        0.000        0.000  2  0.4925275E-06 -0.1193651E+03 -0.2415222E-06 -0.4292439E-06
       1.250        0.300        0.000        0.000  2  0.6458270E-06 -0.1189615E+03 -0.3127239E-06 -0.5650631E-06
       1.250        0.350        0.000        0.000  2  0.4747520E-07 -0.9102110E+02 -0.8460460E-09 -0.4746766E-07
       1.250        0.400        0.000        0.000  2  0.2350595E-07 -0.1480120E+03 -0.1993678E-07 -0.1245209E-07
       1.250        0.450        0.000        0.000  2  0.2408736E-06 -0.1155356E+03 -0.1038338E-06 -0.2173444E-06
       1.250        0.500        0.000        0.000  2  0.1042188E-06 -0.1573645E+03 -0.9619105E-07 -0.4011041E-07
       1.250        0.550        0.000        0.000  2  0.8811073E-07 -0.1348934E+03 -0.6218772E-07 -0.6241946E-07
       1.250        0.600        0.000        0.000  2  0.1459721E-06  0.1445242E+03 -0.1188739E-06  0.8471633E-07
       1.250        0.650        0.000        0.000  2  0.1396522E-06  0.1720089E+03 -0.1382961E-06  0.1941426E-07
       1.250        0.700        0.000        0.000  2  0.3682829E-07 -0.5348546E+02  0.2191381E-07 -0.2959911E-07
       1.250        0.750        0.000        0.000  2  0.5362143E-07 -0.1217181E+03 -0.2819093E-07 -0.4561282E-07
       1.250        0.800        0.000        0.000  2  0.5823840E-07 -0.1729204E+03 -0.5779438E-07 -0.7177772E-08
       1.250        0.850        0.000        0.000  2  0.1987797E-07  0.1563833E+03 -0.1821311E-07  0.7963433E-08
       1.250        0.900        0.000        0.000  2  0.3932697E-07 -0.1496039E+03 -0.3392141E-07 -0.1989844E-07
       1.250        0.950        0.000        0.000  2  0.8991137E-08 -0.1698781E+03 -0.8851200E-08 -0.1580128E-08
       1.250        1.000        0.000        0.000  2  0.1486210E-06  0.3401846E+02  0.1231856E-06  0.8314750E-07
       1.250        1.050        0.000        0.000  2  0.1357502E-06  0.1200017E+03 -0.6787857E-07  0.1175612E-06
       1.250        1.100        0.000        0.000  2  0.4653308E-07  0.1690356E+03 -0.4568365E-07  0.8850560E-08
       1.250        1.150        0.000        0.000  2  0.1507274E-06  0.1786089E+03 -0.1506830E-06  0.3659307E-08
       1.250        1.200        0.000        0.000  2  0.8709217E-07 -0.1774401E+03 -0.8700526E-07 -0.3889807E-08
       1.250        1.250        0.000        0.000  2  0.1731348E-06  0.1800000E+03 -0.1731348E-06  0.0000000E+00
       1.300        0.250        0.000        0.000  2  0.1929969E-06 -0.2873266E+01  0.1927542E-06 -0.9674341E-08
       1.300        0.300        0.000        0.000  2  0.2224182E-06  0.1933548E+02  0.2098729E-06  0.7364238E-07
       1.300        0.350        0.000        0.000  2  0.1634239E-06 -0.1077243E+03 -0.4975234E-07 -0.1556665E-06
       1.300        0.400        0.000        0.000  2  0.1681711E-06 -0.8703569E+02  0.8696774E-08 -0.1679461E-06
       1.300        0.450        0.000        0.000  2  0.2651669E-06  0.4162119E+02  0.1982262E-06  0.1761246E-06
       1.300        0.500        0.000        0.000  2  0.1474222E-06 -0.1615530E+03 -0.1398472E-06 -0.4664832E-07
       1.300        0.550        0.000        0.000  2  0.3075612E-06 -0.4143806E+01  0.3067572E-06 -0.2222438E-07
       1.300        0.600        0.000        0.000  2  0.2300466E-06 -0.1495890E+03 -0.1983961E-06 -0.1164493E-06
       1.300        0.650        0.000        0.000  2  0.2537697E-06  0.1799861E+03 -0.2537697E-06  0.6162831E-10
       1.300        0.700        0.000        0.000  2  0.6478039E-07 -0.7428949E+02  0.1754105E-07 -0.6236033E-07
       1.300        0.750        0.000        0.000  2  0.2146757E-06 -0.4640184E+01  0.2139721E-06 -0.1736684E-07
       1.300        0.800        0.000        0.000  2  0.9490866E-07 -0.1131336E+03 -0.3728745E-07 -0.8727714E-07
       1.300        0.850        0.000        0.000  2  0.3040036E-07 -0.4769431E+01  0.3029509E-07 -0.2527673E-08
       1.300        0.900        0.000        0.000  2  0.3075302E-07  0.3412139E+02  0.2545892E-07  0.1725085E-07
       1.300        0.950        0.000        0.000  2  0.2875679E-06 -0.4043580E+02  0.2188775E-06 -0.1865153E-06
       1.300        1.000        0.000        0.000  2  0.3506516E-06 -0.4832556E+02  0.2331473E-06 -0.2619139E-06
       1.300        1.050        0.000        0.000  2  0.4669006E-06 -0.1326221E+03 -0.3161665E-06 -0.3435622E-06
       1.300        1.100        0.000        0.000  2  0.3446229E-06 -0.7510515E+02  0.8858394E-07 -0.3330433E-06
       1.300        1.150        0.000        0.000  2  0.3618602E-06  0.5774383E+01  0.3600241E-06  0.3640730E-07
       1.300        1.200        0.000        0.000  2  0.1131975E-06 -0.1766181E+03 -0.1130004E-06 -0.6677733E-08
       1.300        1.250        0.000        0.000  2  0.1659728E-06 -0.1338992E+03 -0.1150843E-06 -0.1195934E-06
       1.300        1.300        0.000        0.000  2  0.1966828E-05  0.0000000E+00  0.1966828E-05  0.0000000E+00
       1.350        0.250        0.000        0.000  2  0.7706569E-06  0.9981016E+01  0.7589932E-06  0.1335717E-06
       1.350        0.300        0.000        0.000  2  0.9046933E-06  0.3984360E+01  0.9025067E-06  0.6286187E-07
       1.350        0.350        0.000        0.000  2  0.5719958E-07  0.4197266E+01  0.5704617E-07  0.4186472E-08
       1.350        0.400        0.000        0.000  2  0.7621578E-07 -0.2785630E+02  0.6738407E-07 -0.3561226E-07
       1.350        0.450        0.000        0.000  2  0.2783530E-06  0.2490474E+02  0.2524687E-06  0.1172175E-06
       1.350        0.500        0.000        0.000  2  0.4672805E-07  0.2743768E+02  0.4147173E-07  0.2153152E-07
       1.350        0.550        0.000        0.000  2  0.4864174E-07  0.7107102E+02  0.1577918E-07  0.4601127E-07
       1.350        0.600        0.000        0.000  2  0.1672465E-06 -0.1532234E+03 -0.1493126E-06 -0.7534663E-07
       1.350        0.650        0.000        0.000  2  0.1125538E-06 -0.1789905E+03 -0.1125363E-06 -0.1982919E-08
       1.350        0.700        0.000        0.000  2  0.3652388E-07 -0.1404928E+03 -0.2817981E-07 -0.2323557E-07
       1.350        0.750        0.000        0.000  2  0.3621913E-08 -0.1326160E+03 -0.2452331E-08 -0.2665395E-08
       1.350        0.800        0.000        0.000  2  0.2546457E-07 -0.1271579E+03 -0.1538094E-07 -0.2029460E-07
       1.350        0.850        0.000        0.000  2  0.4170201E-07 -0.1326120E+03 -0.2823354E-07 -0.3069079E-07
       1.350        0.900        0.000        0.000  2  0.2064377E-07  0.1511474E+03 -0.1808114E-07  0.9961801E-08
       1.350        0.950        0.000        0.000  2  0.1013105E-06 -0.6455262E+02  0.4353129E-07 -0.9148138E-07
       1.350        1.000        0.000        0.000  2  0.1872346E-06  0.7889404E+02  0.3606589E-07  0.1837282E-06
       1.350        1.050        0.000        0.000  2  0.4096829E-07  0.1182645E+03 -0.1940022E-07  0.3608368E-07
       1.350        1.100        0.000        0.000  2  0.2212072E-07  0.3100111E+02  0.1896094E-07  0.1139338E-07
       1.350        1.150        0.000        0.000  2  0.4763496E-07  0.1114443E+03 -0.1741516E-07  0.4433736E-07
       1.350        1.200        0.000        0.000  2  0.3899969E-07 -0.1677558E+03 -0.3811255E-07 -0.8271002E-08
       1.350        1.250        0.000        0.000  2  0.1517402E-07  0.5033709E+01  0.1511550E-07  0.1331396E-08
       1.350        1.300        0.000        0.000  2  0.1923051E-06 -0.2334788E+02  0.1765583E-06 -0.7621301E-07
       1.350        1.350        0.000        0.000  2  0.3782299E-07  0.1800000E+03 -0.3782299E-07  0.0000000E+00
       1.400        0.250        0.000        0.000  2  0.1744745E-05 -0.5735322E+01  0.1736012E-05 -0.1743580E-06
       1.400        0.300        0.000        0.000  2  0.2164195E-05 -0.1084976E+02  0.2125508E-05 -0.4073759E-06
       1.400        0.350        0.000        0.000  2  0.2052340E-06 -0.2199921E+02  0.1902907E-06 -0.7687940E-07
       1.400        0.400        0.000        0.000  2  0.7105448E-07 -0.6708422E+02  0.2766702E-07 -0.6544673E-07
       1.400        0.450        0.000        0.000  2  0.7017989E-06  0.2434417E+01  0.7011654E-06  0.2980947E-07
       1.400        0.500        0.000        0.000  2  0.9956916E-07 -0.2949651E+02  0.8666358E-07 -0.4902492E-07
       1.400        0.550        0.000        0.000  2  0.7926140E-07  0.1384474E+02  0.7695868E-07  0.1896660E-07
       1.400        0.600        0.000        0.000  2  0.3828463E-06 -0.1666687E+03 -0.3725298E-06 -0.8827717E-07
       1.400        0.650        0.000        0.000  2  0.1040921E-06 -0.1612173E+03 -0.9854886E-07 -0.3351554E-07
       1.400        0.700        0.000        0.000  2  0.7894162E-07 -0.2838367E+02  0.6945159E-07 -0.3752675E-07
       1.400        0.750        0.000        0.000  2  0.4262893E-08  0.2125004E+02  0.3973049E-08  0.1545037E-08
       1.400        0.800        0.000        0.000  2  0.3741934E-07 -0.1122227E+03 -0.1415231E-07 -0.3463985E-07
       1.400        0.850        0.000        0.000  2  0.1290425E-07 -0.5296560E+02  0.7772156E-08 -0.1030113E-07
       1.400        0.900        0.000        0.000  2  0.4526462E-07 -0.1799861E+03 -0.4526461E-07 -0.1096102E-10
       1.400        0.950        0.000        0.000  2  0.1234294E-06 -0.9026112E+02 -0.5625299E-09 -0.1234282E-06
       1.400        1.000        0.000        0.000  2  0.9132976E-07  0.1629543E+03 -0.8731777E-07  0.2677186E-07
       1.400        1.050        0.000        0.000  2  0.1436467E-06 -0.8838511E+02  0.4048175E-08 -0.1435897E-06
       1.400        1.100        0.000        0.000  2  0.1007589E-07  0.1139658E+03 -0.4092738E-08  0.9207227E-08
       1.400        1.150        0.000        0.000  2  0.2028984E-07 -0.1215853E+03 -0.1062716E-07 -0.1728412E-07
       1.400        1.200        0.000        0.000  2  0.2801642E-08  0.1613098E+03 -0.2653898E-08  0.8977888E-09
       1.400        1.250        0.000        0.000  2  0.2334598E-07  0.9759125E+02 -0.3084119E-08  0.2314137E-07
       1.400        1.300        0.000        0.000  2  0.1120305E-06 -0.1121909E+03 -0.4231325E-07 -0.1037325E-06
       1.400        1.350        0.000        0.000  2  0.5002895E-07 -0.1029285E+03 -0.1119325E-07 -0.4876071E-07
       1.400        1.400        0.000        0.000  2  0.6736349E-07  0.1800000E+03 -0.6736349E-07  0.0000000E+00
       1.450        0.250        0.000        0.000  2  0.4193397E-05 -0.2425051E+02  0.3823365E-05 -0.1722341E-05
       1.450        0.300        0.000        0.000  2  0.5397836E-05 -0.2678306E+02  0.4818751E-05 -0.2432338E-05
       1.450        0.350        0.000        0.000  2  0.6471577E-06 -0.3133131E+02  0.5527859E-06 -0.3365129E-06
       1.450        0.400        0.000        0.000  2  0.1609698E-06 -0.4926089E+02  0.1050514E-06 -0.1219650E-06
       1.450        0.450        0.000        0.000  2  0.1860094E-05 -0.2447149E+02  0.1692997E-05 -0.7705258E-06
       1.450        0.500        0.000        0.000  2  0.3151895E-06 -0.2977682E+02  0.2735739E-06 -0.1565303E-06
       1.450        0.550        0.000        0.000  2  0.3777989E-07 -0.1171875E+03 -0.1726179E-07 -0.3360582E-07
       1.450        0.600        0.000        0.000  2  0.5968358E-06  0.1574874E+03 -0.5513542E-06  0.2285202E-06
       1.450        0.650        0.000        0.000  2  0.1116437E-06 -0.1706173E+03 -0.1101501E-06 -0.1820100E-07
       1.450        0.700        0.000        0.000  2  0.1790846E-06 -0.2015454E+02  0.1681186E-06 -0.6170422E-07
       1.450        0.750        0.000        0.000  2  0.5797422E-07 -0.1550436E+02  0.5586454E-07 -0.1549719E-07
       1.450        0.800        0.000        0.000  2  0.5555592E-07 -0.6182247E+02  0.2623379E-07 -0.4897191E-07
       1.450        0.850        0.000        0.000  2  0.4190051E-07 -0.6920885E+02  0.1487310E-07 -0.3917197E-07
       1.450        0.900        0.000        0.000  2  0.2645478E-07 -0.8798643E+02  0.9295204E-09 -0.2643845E-07
       1.450        0.950        0.000        0.000  2  0.1055994E-06 -0.6063700E+02  0.5177974E-07 -0.9203315E-07
       1.450        1.000        0.000        0.000  2  0.1746192E-06 -0.1658214E+03 -0.1692997E-06 -0.4277222E-07
       1.450        1.050        0.000        0.000  2  0.5795965E-07 -0.9781830E+02 -0.7884368E-08 -0.5742088E-07
       1.450        1.100        0.000        0.000  2  0.1411527E-06  0.3017908E+02  0.1220206E-06  0.7095807E-07
       1.450        1.150        0.000        0.000  2  0.6195260E-07  0.6043218E+02  0.3057072E-07  0.5388465E-07
       1.450        1.200        0.000        0.000  2  0.5229819E-07  0.4719247E+02  0.3553859E-07  0.3836807E-07
       1.450        1.250        0.000        0.000  2  0.1997336E-07 -0.3232617E+02  0.1687784E-07 -0.1068052E-07
       1.450        1.300        0.000        0.000  2  0.2255692E-06 -0.1625900E+00  0.2255683E-06 -0.6401038E-09
       1.450        1.350        0.000        0.000  2  0.8405510E-07 -0.7683362E+02  0.1914603E-07 -0.8184552E-07
       1.450        1.400        0.000        0.000  2  0.1005301E-06 -0.1453864E+02  0.9731095E-07 -0.2523635E-07
       1.450        1.450        0.000        0.000  2  0.5523767E-07  0.0000000E+00  0.5523767E-07  0.0000000E+00
       1.500        0.250        0.000        0.000  2  0.1510892E-04  0.1130782E+03 -0.5922493E-05  0.1389977E-04
       1.500        0.300        0.000        0.000  2  0.2096941E-04  0.1114076E+03 -0.7653854E-05  0.1952267E-04
       1.500        0.350        0.000        0.000  2  0.2419234E-05  0.1103178E+03 -0.8400220E-06  0.2268712E-05
       1.500        0.400        0.000        0.000  2  0.8516734E-06  0.7315873E+02  0.2467479E-06  0.8151461E-06
       1.500        0.450        0.000        0.000  2  0.9058746E-05  0.1057885E+03 -0.2464774E-05  0.8716982E-05
       1.500        0.500        0.000        0.000  2  0.1628184E-05  0.1016530E+03 -0.3288670E-06  0.1594626E-05
       1.500        0.550        0.000        0.000  2  0.5658970E-06  0.8110893E+01  0.5602363E-06  0.7984210E-07
       1.500        0.600        0.000        0.000  2  0.2946015E-05 -0.7594382E+02  0.7155081E-06 -0.2857806E-05
       1.500        0.650        0.000        0.000  2  0.3361168E-06 -0.8269202E+02  0.4275494E-07 -0.3333864E-06
       1.500        0.700        0.000        0.000  2  0.2059875E-06  0.5868148E+02  0.1070713E-06  0.1759732E-06
       1.500        0.750        0.000        0.000  2  0.2113736E-06  0.9582212E+02 -0.2144186E-07  0.2102833E-06
       1.500        0.800        0.000        0.000  2  0.1824099E-06  0.7226191E+02  0.5557414E-07  0.1737380E-06
       1.500        0.850        0.000        0.000  2  0.1461662E-06  0.4677542E+02  0.1001033E-06  0.1065076E-06
       1.500        0.900        0.000        0.000  2  0.9324785E-07  0.6383983E+02  0.4111130E-07  0.8369602E-07
       1.500        0.950        0.000        0.000  2  0.2998946E-06 -0.1708234E+03 -0.2960564E-06 -0.4782665E-07
       1.500        1.000        0.000        0.000  2  0.3992786E-06 -0.8154135E+02  0.5873214E-07 -0.3949354E-06
       1.500        1.050        0.000        0.000  2  0.9311751E-06  0.6809048E+02  0.3474605E-06  0.8639203E-06
       1.500        1.100        0.000        0.000  2  0.2825625E-06  0.1956366E+02  0.2662502E-06  0.9461720E-07
       1.500        1.150        0.000        0.000  2  0.1563891E-06  0.7749602E+02  0.3385941E-07  0.1526797E-06
       1.500        1.200        0.000        0.000  2  0.8635030E-07  0.7436091E+02  0.2327805E-07  0.8315352E-07
       1.500        1.250        0.000        0.000  2  0.6475344E-06  0.8822276E+02  0.2008239E-07  0.6472229E-06
       1.500        1.300        0.000        0.000  2  0.7879736E-06 -0.1006200E+03 -0.1452195E-06 -0.7744765E-06
       1.500        1.350        0.000        0.000  2  0.1575629E-06  0.5755224E+02  0.8453731E-07  0.1329644E-06
       1.500        1.400        0.000        0.000  2  0.9801948E-07 -0.6431923E+02  0.4247740E-07 -0.8833737E-07
       1.500        1.450        0.000        0.000  2  0.3220293E-06 -0.8189370E+02  0.4540938E-07 -0.3188117E-06
       1.500        1.500        0.000        0.000  2  0.2177013E-06  0.0000000E+00  0.2177013E-06  0.0000000E+00
       0.250        0.250        0.000        0.000  3  0.1766917E+01  0.0000000E+00  0.1766917E+01  0.0000000E+00
       0.300        0.250        0.000        0.000  3  0.1689787E+01  0.6636307E+00  0.1689673E+01  0.1957159E-01
       0.300        0.300        0.000        0.000  3  0.1670838E+01  0.0000000E+00  0.1670838E+01  0.0000000E+00
       0.350        0.250        0.000        0.000  3  0.1587846E+01  0.1992240E+01  0.1586886E+01  0.5520012E-01
       0.350        0.300        0.000        0.000  3  0.1635612E+01  0.1179296E+01  0.1635265E+01  0.3366277E-01
       0.350        0.350        0.000        0.000  3  0.1665137E+01  0.0000000E+00  0.1665137E+01  0.0000000E+00
       0.400        0.250        0.000        0.000  3  0.1455699E+01  0.4330170E+01  0.1451544E+01  0.1099108E+00
       0.400        0.300        0.000        0.000  3  0.1571225E+01  0.3101944E+01  0.1568923E+01  0.8502321E-01
       0.400        0.350        0.000        0.000  3  0.1661954E+01  0.1736143E+01  0.1661191E+01  0.5035183E-01
       0.400        0.400        0.000        0.000  3  0.1714953E+01  0.0000000E+00  0.1714953E+01  0.0000000E+00
       0.450        0.250        0.000        0.000  3  0.1286153E+01  0.7999383E+01  0.1273638E+01  0.1789842E+00
       0.450        0.300        0.000        0.000  3  0.1465625E+01  0.5886522E+01  0.1457897E+01  0.1503124E+00
       0.450        0.350        0.000        0.000  3  0.1612705E+01  0.4083577E+01  0.1608610E+01  0.1148432E+00
       0.450        0.400        0.000        0.000  3  0.1717492E+01  0.2172415E+01  0.1716258E+01  0.6510448E-01
       0.450        0.450        0.000        0.000  3  0.1768946E+01  0.0000000E+00  0.1768946E+01  0.0000000E+00
       0.500        0.250        0.000        0.000  3  0.1073361E+01  0.1324532E+02  0.1044807E+01  0.2459294E+00
       0.500        0.300        0.000        0.000  3  0.1309174E+01  0.9435736E+01  0.1291461E+01  0.2146276E+00
       0.500        0.350        0.000        0.000  3  0.1506265E+01  0.6866813E+01  0.1495461E+01  0.1800918E+00
       0.500        0.400        0.000        0.000  3  0.1657979E+01  0.4616604E+01  0.1652599E+01  0.1334470E+00
       0.500        0.450        0.000        0.000  3  0.1755594E+01  0.2331827E+01  0.1754140E+01  0.7142955E-01
       0.500        0.500        0.000        0.000  3  0.1788342E+01  0.0000000E+00  0.1788342E+01  0.0000000E+00
       0.550        0.250        0.000        0.000  3  0.8238095E+00  0.2047432E+02  0.7717686E+00  0.2881583E+00
       0.550        0.300        0.000        0.000  3  0.1104247E+01  0.1344285E+02  0.1073993E+01  0.2567103E+00
       0.550        0.350        0.000        0.000  3  0.1343221E+01  0.9673203E+01  0.1324123E+01  0.2256992E+00
       0.550        0.400        0.000        0.000  3  0.1535501E+01  0.6940991E+01  0.1524248E+01  0.1855608E+00
       0.550        0.450        0.000        0.000  3  0.1674927E+01  0.4493479E+01  0.1669778E+01  0.1312232E+00
       0.550        0.500        0.000        0.000  3  0.1752162E+01  0.2137747E+01  0.1750942E+01  0.6535926E-01
       0.550        0.550        0.000        0.000  3  0.1762043E+01  0.0000000E+00  0.1762043E+01  0.0000000E+00
       0.600        0.250        0.000        0.000  3  0.5606307E+00  0.3120644E+02  0.4795108E+00  0.2904757E+00
       0.600        0.300        0.000        0.000  3  0.8686211E+00  0.1754527E+02  0.8282120E+00  0.2618538E+00
       0.600        0.350        0.000        0.000  3  0.1140156E+01  0.1198133E+02  0.1115318E+01  0.2366883E+00
       0.600        0.400        0.000        0.000  3  0.1365109E+01  0.8669995E+01  0.1349510E+01  0.2057808E+00
       0.600        0.450        0.000        0.000  3  0.1539643E+01  0.6080663E+01  0.1530980E+01  0.1630920E+00
       0.600        0.500        0.000        0.000  3  0.1656634E+01  0.3753402E+01  0.1653081E+01  0.1084472E+00
       0.600        0.550        0.000        0.000  3  0.1710660E+01  0.1674107E+01  0.1709930E+01  0.4997611E-01
       0.600        0.600        0.000        0.000  3  0.1704588E+01  0.0000000E+00  0.1704588E+01  0.0000000E+00
       0.650        0.250        0.000        0.000  3  0.3240764E+00  0.5234613E+02  0.1979750E+00  0.2565764E+00
       0.650        0.300        0.000        0.000  3  0.6276694E+00  0.2182533E+02  0.5826790E+00  0.2333539E+00
       0.650        0.350        0.000        0.000  3  0.9222205E+00  0.1350254E+02  0.8967299E+00  0.2153278E+00
       0.650        0.400        0.000        0.000  3  0.1171305E+01  0.9564529E+01  0.1155022E+01  0.1946220E+00
       0.650        0.450        0.000        0.000  3  0.1372529E+01  0.6912987E+01  0.1362551E+01  0.1652002E+00
       0.650        0.500        0.000        0.000  3  0.1521626E+01  0.4710222E+01  0.1516487E+01  0.1249503E+00
       0.650        0.550        0.000        0.000  3  0.1613917E+01  0.2783658E+01  0.1612013E+01  0.7837968E-01
       0.650        0.600        0.000        0.000  3  0.1649881E+01  0.1201224E+01  0.1649518E+01  0.3458774E-01
       0.650        0.650        0.000        0.000  3  0.1636776E+01  0.0000000E+00  0.1636776E+01  0.0000000E+00
       0.700        0.250        0.000        0.000  3  0.2111000E+00  0.1047091E+03 -0.5360069E-01  0.2041817E+00
       0.700        0.300        0.000        0.000  3  0.4029329E+00  0.2786988E+02  0.3561973E+00  0.1883571E+00
       0.700        0.350        0.000        0.000  3  0.7100372E+00  0.1451709E+02  0.6873677E+00  0.1779841E+00
       0.700        0.400        0.000        0.000  3  0.9746225E+00  0.9869194E+01  0.9601997E+00  0.1670498E+00
       0.700        0.450        0.000        0.000  3  0.1193537E+01  0.7231922E+01  0.1184042E+01  0.1502496E+00
       0.700        0.500        0.000        0.000  3  0.1365653E+01  0.5230121E+01  0.1359967E+01  0.1244876E+00
       0.700        0.550        0.000        0.000  3  0.1487844E+01  0.3522408E+01  0.1485033E+01  0.9141151E-01
       0.700        0.600        0.000        0.000  3  0.1559223E+01  0.2093827E+01  0.1558182E+01  0.5696784E-01
       0.700        0.650        0.000        0.000  3  0.1583621E+01  0.9567313E+00  0.1583401E+01  0.2644226E-01
       0.700        0.700        0.000        0.000  3  0.1566704E+01  0.0000000E+00  0.1566704E+01  0.0000000E+00
       0.750        0.250        0.000        0.000  3  0.3094785E+00  0.1506039E+03 -0.2696322E+00  0.1519060E+00
       0.750        0.300        0.000        0.000  3  0.2117635E+00  0.4328675E+02  0.1541493E+00  0.1451957E+00
       0.750        0.350        0.000        0.000  3  0.5132433E+00  0.1615416E+02  0.4929787E+00  0.1427959E+00
       0.750        0.400        0.000        0.000  3  0.7843009E+00  0.1033245E+02  0.7715823E+00  0.1406718E+00
       0.750        0.450        0.000        0.000  3  0.1011946E+01  0.7645406E+01  0.1002951E+01  0.1346313E+00
       0.750        0.500        0.000        0.000  3  0.1197883E+01  0.5813029E+01  0.1191723E+01  0.1213246E+00
       0.750        0.550        0.000        0.000  3  0.1340909E+01  0.4295363E+01  0.1337142E+01  0.1004314E+00
       0.750        0.600        0.000        0.000  3  0.1439630E+01  0.2999595E+01  0.1437658E+01  0.7533427E-01
       0.750        0.650        0.000        0.000  3  0.1495443E+01  0.1920684E+01  0.1494603E+01  0.5012127E-01
       0.750        0.700        0.000        0.000  3  0.1511402E+01  0.9719138E+00  0.1511185E+01  0.2563683E-01
       0.750        0.750        0.000        0.000  3  0.1488748E+01  0.0000000E+00  0.1488748E+01  0.0000000E+00
       0.800        0.250        0.000        0.000  3  0.4653105E+00  0.1660979E+03 -0.4516804E+00  0.1117974E+00
       0.800        0.300        0.000        0.000  3  0.1189068E+00  0.1024501E+03 -0.2563498E-01  0.1161106E+00
       0.800        0.350        0.000        0.000  3  0.3344771E+00  0.2143281E+02  0.3113469E+00  0.1222212E+00
       0.800        0.400        0.000        0.000  3  0.6011939E+00  0.1228588E+02  0.5874254E+00  0.1279278E+00
       0.800        0.450        0.000        0.000  3  0.8287389E+00  0.9046184E+01  0.8184310E+00  0.1303031E+00
       0.800        0.500        0.000        0.000  3  0.1019828E+01  0.7111085E+01  0.1011984E+01  0.1262481E+00
       0.800        0.550        0.000        0.000  3  0.1175013E+01  0.5583031E+01  0.1169439E+01  0.1143148E+00
