      w1[rad/s]       w2[rad/s] beta1[deg] beta2[deg] DOF MOD(QTF)/rho/g PHASE(QTF)[deg] Re(QTF)/rho/g Im(QTF)/rho/g
       0.800        0.650        0.000        0.000  4  0.1617341E-04  0.6388144E+02  0.7120021E-05  0.1452187E-04
       0.800        0.700        0.000        0.000  4  0.8427441E-05 -0.7272794E+02  0.2502185E-05 -0.8047411E-05
       0.800        0.750        0.000        0.000  4  0.7449404E-05 -0.4929070E+02  0.4858661E-05 -0.5646861E-05
       0.800        0.800        0.000        0.000  4  0.4191315E-05 -0.2604407E+02  0.3765714E-05 -0.1840249E-05
       0.850        0.250        0.000        0.000  4  0.3091101E-03 -0.6406554E+02  0.1351871E-03 -0.2779811E-03
       0.850        0.300        0.000        0.000  4  0.4179687E-03 -0.6895737E+02  0.1500768E-03 -0.3900959E-03
       0.850        0.350        0.000        0.000  4  0.4921305E-04 -0.7271915E+02  0.1461902E-04 -0.4699158E-04
       0.850        0.400        0.000        0.000  4  0.1998296E-04 -0.5632441E+02  0.1108035E-04 -0.1662963E-04
       0.850        0.450        0.000        0.000  4  0.2020100E-03 -0.8125648E+02  0.3070785E-04 -0.1996624E-03
       0.850        0.500        0.000        0.000  4  0.3593342E-04 -0.7676707E+02  0.8225527E-05 -0.3497930E-04
       0.850        0.550        0.000        0.000  4  0.1611340E-04 -0.2181462E+02  0.1495954E-04 -0.5987816E-05
       0.850        0.600        0.000        0.000  4  0.8159149E-04  0.1017070E+03 -0.1655543E-04  0.7989423E-04
       0.850        0.650        0.000        0.000  4  0.2096062E-04  0.8223921E+02  0.2830469E-05  0.2076863E-04
       0.850        0.700        0.000        0.000  4  0.8361751E-05 -0.5775833E+02  0.4460923E-05 -0.7072414E-05
       0.850        0.750        0.000        0.000  4  0.5933899E-05 -0.6172072E+02  0.2811301E-05 -0.5225681E-05
       0.850        0.800        0.000        0.000  4  0.2915066E-05 -0.2825687E+02  0.2567689E-05 -0.1380066E-05
       0.850        0.850        0.000        0.000  4  0.3434908E-05 -0.1115234E+02  0.3370044E-05 -0.6643738E-06
       0.900        0.250        0.000        0.000  4  0.4522329E-03 -0.6573993E+02  0.1858131E-03 -0.4122962E-03
       0.900        0.300        0.000        0.000  4  0.6163580E-03 -0.6985313E+02  0.2122908E-03 -0.5786448E-03
       0.900        0.350        0.000        0.000  4  0.7178040E-04 -0.7241497E+02  0.2168635E-04 -0.6842607E-04
       0.900        0.400        0.000        0.000  4  0.2888511E-04 -0.5436206E+02  0.1683023E-04 -0.2347537E-04
       0.900        0.450        0.000        0.000  4  0.2889411E-03 -0.7632908E+02  0.6828974E-04 -0.2807551E-03
       0.900        0.500        0.000        0.000  4  0.4847686E-04 -0.7232504E+02  0.1471838E-04 -0.4618848E-04
       0.900        0.550        0.000        0.000  4  0.2448289E-04 -0.1320738E+02  0.2383531E-04 -0.5593762E-05
       0.900        0.600        0.000        0.000  4  0.1104478E-03  0.1075456E+03 -0.3329616E-04  0.1053095E-03
       0.900        0.650        0.000        0.000  4  0.2587109E-04  0.9078372E+02 -0.3538667E-06  0.2586867E-04
       0.900        0.700        0.000        0.000  4  0.1228970E-04 -0.4653306E+02  0.8454528E-05 -0.8919517E-05
       0.900        0.750        0.000        0.000  4  0.6696797E-05 -0.6221558E+02  0.3121686E-05 -0.5924709E-05
       0.900        0.800        0.000        0.000  4  0.4156398E-05 -0.1719634E+02  0.3970595E-05 -0.1228827E-05
       0.900        0.850        0.000        0.000  4  0.3335716E-05  0.4041552E+02  0.2539690E-05  0.2162632E-05
       0.900        0.900        0.000        0.000  4  0.3861338E-05  0.3699408E+02  0.3084042E-05  0.2323493E-05
       0.950        0.250        0.000        0.000  4  0.7599768E-03 -0.7057204E+02  0.2527846E-03 -0.7167041E-03
       0.950        0.300        0.000        0.000  4  0.1044364E-02 -0.7243108E+02  0.3152441E-03 -0.9956490E-03
       0.950        0.350        0.000        0.000  4  0.1270818E-03 -0.7582295E+02  0.3112475E-04 -0.1232114E-03
       0.950        0.400        0.000        0.000  4  0.5048610E-04 -0.5486666E+02  0.2905380E-04 -0.4128829E-04
       0.950        0.450        0.000        0.000  4  0.4808505E-03 -0.7433534E+02  0.1298328E-03 -0.4629910E-03
       0.950        0.500        0.000        0.000  4  0.8384343E-04 -0.7141967E+02  0.2671537E-04 -0.7947333E-04
       0.950        0.550        0.000        0.000  4  0.3681325E-04 -0.1351155E+02  0.3579437E-04 -0.8601102E-05
       0.950        0.600        0.000        0.000  4  0.1732705E-03  0.1125658E+03 -0.6649167E-04  0.1600048E-03
       0.950        0.650        0.000        0.000  4  0.3785861E-04  0.1030150E+03 -0.8525975E-05  0.3688607E-04
       0.950        0.700        0.000        0.000  4  0.2429777E-04 -0.4815803E+02  0.1620852E-04 -0.1810154E-04
       0.950        0.750        0.000        0.000  4  0.1015622E-04 -0.7076145E+02  0.3346495E-05 -0.9589047E-05
       0.950        0.800        0.000        0.000  4  0.7334845E-05 -0.3913327E+02  0.5689493E-05 -0.4629213E-05
       0.950        0.850        0.000        0.000  4  0.4038664E-05  0.2200952E+02  0.3744333E-05  0.1513533E-05
       0.950        0.900        0.000        0.000  4  0.3675469E-05  0.7450152E+02  0.9821321E-06  0.3541820E-05
       0.950        0.950        0.000        0.000  4  0.8377928E-05  0.8465333E+02  0.7806677E-06  0.8341477E-05
       1.000        0.250        0.000        0.000  4  0.2286701E-02 -0.7706008E+02  0.5120587E-03 -0.2228631E-02
       1.000        0.300        0.000        0.000  4  0.3161805E-02 -0.7742641E+02  0.6883037E-03 -0.3085976E-02
       1.000        0.350        0.000        0.000  4  0.3827446E-03 -0.7849792E+02  0.7632060E-04 -0.3750581E-03
       1.000        0.400        0.000        0.000  4  0.1456443E-03 -0.5530455E+02  0.8290279E-04 -0.1197472E-03
       1.000        0.450        0.000        0.000  4  0.1442871E-02 -0.7459296E+02  0.3833343E-03 -0.1391019E-02
       1.000        0.500        0.000        0.000  4  0.2275268E-03 -0.7190337E+02  0.7067447E-04 -0.2162720E-03
       1.000        0.550        0.000        0.000  4  0.1186350E-03 -0.5458656E+01  0.1180970E-03 -0.1128545E-04
       1.000        0.600        0.000        0.000  4  0.5200718E-03  0.1137466E+03 -0.2094290E-03  0.4760401E-03
       1.000        0.650        0.000        0.000  4  0.1272100E-03  0.1080375E+03 -0.3938932E-04  0.1209581E-03
       1.000        0.700        0.000        0.000  4  0.7191021E-04 -0.3583978E+02  0.5829455E-04 -0.4210492E-04
       1.000        0.750        0.000        0.000  4  0.1742543E-04 -0.9822402E+02 -0.2492601E-05 -0.1724623E-04
       1.000        0.800        0.000        0.000  4  0.8272197E-05 -0.6597424E+02  0.3368003E-05 -0.7555514E-05
       1.000        0.850        0.000        0.000  4  0.1851656E-05  0.2750709E+02  0.1642333E-05  0.8552026E-06
       1.000        0.900        0.000        0.000  4  0.3788733E-05  0.9121883E+02 -0.8059025E-07  0.3787876E-05
       1.000        0.950        0.000        0.000  4  0.1267168E-04  0.9539184E+02 -0.1190714E-05  0.1261561E-04
       1.000        1.000        0.000        0.000  4  0.1385334E-04 -0.1094152E+03 -0.4605000E-05 -0.1306556E-04
       1.050        0.250        0.000        0.000  4  0.1772465E-02  0.1038787E+03 -0.4251563E-03  0.1720719E-02
       1.050        0.300        0.000        0.000  4  0.2472583E-02  0.1049717E+03 -0.6387722E-03  0.2388648E-02
       1.050        0.350        0.000        0.000  4  0.3036269E-03  0.1045708E+03 -0.7638530E-04  0.2938615E-03
       1.050        0.400        0.000        0.000  4  0.1144667E-03  0.1298626E+03 -0.7336724E-04  0.8786281E-04
       1.050        0.450        0.000        0.000  4  0.1113488E-02  0.1132083E+03 -0.4387985E-03  0.1023382E-02
       1.050        0.500        0.000        0.000  4  0.1834658E-03  0.1131153E+03 -0.7202548E-04  0.1687365E-03
       1.050        0.550        0.000        0.000  4  0.7454661E-04 -0.1780122E+03 -0.7450175E-04 -0.2585731E-05
       1.050        0.600        0.000        0.000  4  0.3911061E-03 -0.5420832E+02  0.2287344E-03 -0.3172452E-03
       1.050        0.650        0.000        0.000  4  0.9328765E-04 -0.4493709E+02  0.6603671E-04 -0.6589187E-04
       1.050        0.700        0.000        0.000  4  0.4391050E-04  0.1456544E+03 -0.3625467E-04  0.2477359E-04
       1.050        0.750        0.000        0.000  4  0.1445958E-04  0.6373356E+02  0.6399030E-05  0.1296657E-04
       1.050        0.800        0.000        0.000  4  0.1419311E-04  0.1278756E+03 -0.8713850E-05  0.1120326E-04
       1.050        0.850        0.000        0.000  4  0.7753308E-05  0.1280499E+02  0.7560483E-05  0.1718392E-05
       1.050        0.900        0.000        0.000  4  0.8024299E-05  0.4228185E+02  0.5936731E-05  0.5398574E-05
       1.050        0.950        0.000        0.000  4  0.1753624E-04 -0.1015801E+03 -0.3520198E-05 -0.1717929E-04
       1.050        1.000        0.000        0.000  4  0.8231649E-04  0.9047931E+02 -0.6886279E-06  0.8231361E-04
       1.050        1.050        0.000        0.000  4  0.7649034E-04 -0.4188419E+02  0.5694674E-04 -0.5106702E-04
       1.100        0.250        0.000        0.000  4  0.5375996E-03  0.9879523E+02 -0.8220090E-04  0.5312781E-03
       1.100        0.300        0.000        0.000  4  0.7478487E-03  0.1014886E+03 -0.1489517E-03  0.7328649E-03
       1.100        0.350        0.000        0.000  4  0.9294600E-04  0.1082970E+03 -0.2917971E-04  0.8824683E-04
       1.100        0.400        0.000        0.000  4  0.3805400E-04  0.1363399E+03 -0.2753008E-04  0.2627169E-04
       1.100        0.450        0.000        0.000  4  0.3344146E-03  0.1140657E+03 -0.1363691E-03  0.3053467E-03
       1.100        0.500        0.000        0.000  4  0.5272745E-04  0.1195767E+03 -0.2602564E-04  0.4585685E-04
       1.100        0.550        0.000        0.000  4  0.3418528E-04 -0.1719595E+03 -0.3384922E-04 -0.4781582E-05
       1.100        0.600        0.000        0.000  4  0.1030722E-03 -0.5428370E+02  0.6017069E-04 -0.8368611E-04
       1.100        0.650        0.000        0.000  4  0.2792714E-04 -0.5366098E+02  0.1654856E-04 -0.2249601E-04
       1.100        0.700        0.000        0.000  4  0.1618228E-04  0.1680377E+03 -0.1583086E-04  0.3354078E-05
       1.100        0.750        0.000        0.000  4  0.2297123E-05  0.1421110E+03 -0.1812894E-05  0.1410742E-05
       1.100        0.800        0.000        0.000  4  0.4748109E-05  0.1435466E+03 -0.3819094E-05  0.2821181E-05
       1.100        0.850        0.000        0.000  4  0.3353775E-05  0.1665587E+03 -0.3261911E-05  0.7795813E-06
       1.100        0.900        0.000        0.000  4  0.4923696E-05 -0.1031588E+03 -0.1120882E-05 -0.4794414E-05
       1.100        0.950        0.000        0.000  4  0.9136280E-05 -0.7856215E+02  0.1811769E-05 -0.8954837E-05
       1.100        1.000        0.000        0.000  4  0.7609849E-05 -0.9578025E+01  0.7503767E-05 -0.1266207E-05
       1.100        1.050        0.000        0.000  4  0.3486737E-04  0.1341225E+03 -0.2427449E-04  0.2502964E-04
       1.100        1.100        0.000        0.000  4  0.2349807E-04  0.1522659E+03 -0.2079854E-04  0.1093526E-04
       1.150        0.250        0.000        0.000  4  0.2541225E-03  0.9672817E+02 -0.2977277E-04  0.2523724E-03
       1.150        0.300        0.000        0.000  4  0.3549494E-03  0.1011457E+03 -0.6861312E-04  0.3482547E-03
       1.150        0.350        0.000        0.000  4  0.4660936E-04  0.1059637E+03 -0.1281887E-04  0.4481192E-04
       1.150        0.400        0.000        0.000  4  0.1786601E-04  0.1310573E+03 -0.1173463E-04  0.1347193E-04
       1.150        0.450        0.000        0.000  4  0.1600557E-03  0.1204261E+03 -0.8105655E-04  0.1380133E-03
       1.150        0.500        0.000        0.000  4  0.2611947E-04  0.1191839E+03 -0.1273621E-04  0.2280385E-04
       1.150        0.550        0.000        0.000  4  0.9993473E-05 -0.1542924E+03 -0.9004315E-05 -0.4334952E-05
       1.150        0.600        0.000        0.000  4  0.4901706E-04 -0.3790270E+02  0.3867717E-04 -0.3011228E-04
       1.150        0.650        0.000        0.000  4  0.1874864E-04 -0.2376883E+02  0.1715836E-04 -0.7556591E-05
       1.150        0.700        0.000        0.000  4  0.7866632E-05 -0.1730673E+03 -0.7809117E-05 -0.9495224E-06
       1.150        0.750        0.000        0.000  4  0.2417673E-05 -0.4207299E+02  0.1794619E-05 -0.1620026E-05
       1.150        0.800        0.000        0.000  4  0.2024627E-05  0.1221101E+03 -0.1076186E-05  0.1714916E-05
       1.150        0.850        0.000        0.000  4  0.1644214E-05  0.1772003E+03 -0.1642252E-05  0.8031063E-07
       1.150        0.900        0.000        0.000  4  0.7317395E-06  0.7766003E+02  0.1563815E-06  0.7148339E-06
       1.150        0.950        0.000        0.000  4  0.2690061E-05 -0.9689149E+02 -0.3227789E-06 -0.2670626E-05
       1.150        1.000        0.000        0.000  4  0.1644948E-05  0.1412986E+02  0.1595180E-05  0.4015655E-06
       1.150        1.050        0.000        0.000  4  0.2342382E-04 -0.1453009E+02  0.2267463E-04 -0.5876765E-05
       1.150        1.100        0.000        0.000  4  0.7721124E-05  0.1791422E+03 -0.7720259E-05  0.1155867E-06
       1.150        1.150        0.000        0.000  4  0.6677498E-05  0.4266072E+01  0.6658997E-05  0.4967272E-06
       1.200        0.250        0.000        0.000  4  0.1209041E-03  0.1056146E+03 -0.3254327E-04  0.1164420E-03
       1.200        0.300        0.000        0.000  4  0.1782895E-03  0.1136053E+03 -0.7139306E-04  0.1633713E-03
       1.200        0.350        0.000        0.000  4  0.2214822E-04  0.1094787E+03 -0.7385475E-05  0.2088057E-04
       1.200        0.400        0.000        0.000  4  0.1419312E-04  0.1561586E+03 -0.1298198E-04  0.5736958E-05
       1.200        0.450        0.000        0.000  4  0.9988909E-04  0.1470656E+03 -0.8383624E-04  0.5430760E-04
       1.200        0.500        0.000        0.000  4  0.1568119E-04  0.1534225E+03 -0.1402415E-04  0.7015889E-05
       1.200        0.550        0.000        0.000  4  0.6880667E-05 -0.1304561E+03 -0.4464629E-05 -0.5235520E-05
       1.200        0.600        0.000        0.000  4  0.3695819E-04 -0.1246152E+02  0.3608749E-04 -0.7974983E-05
       1.200        0.650        0.000        0.000  4  0.1303368E-04 -0.1451291E+02  0.1261780E-04 -0.3266218E-05
       1.200        0.700        0.000        0.000  4  0.6725595E-05 -0.1550126E+03 -0.6096085E-05 -0.2841016E-05
       1.200        0.750        0.000        0.000  4  0.4054676E-05 -0.1573674E+02  0.3902699E-05 -0.1099700E-05
       1.200        0.800        0.000        0.000  4  0.2093780E-05  0.4131360E+02  0.1572654E-05  0.1382272E-05
       1.200        0.850        0.000        0.000  4  0.1287873E-05  0.4273462E+02  0.9459490E-06  0.8739554E-06
       1.200        0.900        0.000        0.000  4  0.4153558E-05  0.3695491E+02  0.3319145E-05  0.2497063E-05
       1.200        0.950        0.000        0.000  4  0.1025090E-05 -0.9877850E+02 -0.1564442E-06 -0.1013082E-05
       1.200        1.000        0.000        0.000  4  0.9494694E-05 -0.7494326E+02  0.2466488E-05 -0.9168733E-05
       1.200        1.050        0.000        0.000  4  0.1249511E-04  0.7993953E+02  0.2182739E-05  0.1230298E-04
       1.200        1.100        0.000        0.000  4  0.5423246E-05  0.1351931E+03 -0.3847712E-05  0.3821871E-05
       1.200        1.150        0.000        0.000  4  0.5883142E-05 -0.4631470E+02  0.4063468E-05 -0.4254362E-05
       1.200        1.200        0.000        0.000  4  0.3654598E-05  0.1393589E+03 -0.2773126E-05  0.2380306E-05
       1.250        0.250        0.000        0.000  4  0.6436099E-04  0.1465394E+03 -0.5369413E-04  0.3548631E-04
       1.250        0.300        0.000        0.000  4  0.1088293E-03  0.1537225E+03 -0.9758295E-04  0.4818081E-04
       1.250        0.350        0.000        0.000  4  0.1346109E-04  0.1574354E+03 -0.1243061E-04  0.5165343E-05
       1.250        0.400        0.000        0.000  4  0.1044761E-04 -0.1749188E+03 -0.1040655E-04 -0.9253253E-06
       1.250        0.450        0.000        0.000  4  0.7538232E-04  0.1792501E+03 -0.7537586E-04  0.9865541E-06
       1.250        0.500        0.000        0.000  4  0.1271850E-04 -0.1675433E+03 -0.1241909E-04 -0.2743403E-05
       1.250        0.550        0.000        0.000  4  0.1103097E-04 -0.6645039E+02  0.4407346E-05 -0.1011225E-04
       1.250        0.600        0.000        0.000  4  0.3615322E-04  0.1067881E+02  0.3552709E-04  0.6699307E-05
       1.250        0.650        0.000        0.000  4  0.1919202E-04 -0.2927272E+00  0.1919176E-04 -0.9805260E-07
       1.250        0.700        0.000        0.000  4  0.7776941E-05 -0.1331184E+03 -0.5315603E-05 -0.5676722E-05
       1.250        0.750        0.000        0.000  4  0.6127463E-05 -0.3270504E+02  0.5156035E-05 -0.3310756E-05
       1.250        0.800        0.000        0.000  4  0.6739415E-05  0.3001152E+01  0.6730172E-05  0.3528490E-06
       1.250        0.850        0.000        0.000  4  0.9007257E-06  0.6528980E+02  0.3765292E-06  0.8182497E-06
       1.250        0.900        0.000        0.000  4  0.3152418E-05  0.2311450E+02  0.2899349E-05  0.1237544E-05
       1.250        0.950        0.000        0.000  4  0.2012861E-05  0.9762845E+02 -0.2672047E-06  0.1995046E-05
       1.250        1.000        0.000        0.000  4  0.1087359E-04  0.1158637E+03 -0.4743416E-05  0.9784430E-05
       1.250        1.050        0.000        0.000  4  0.8599666E-05 -0.2315101E+02  0.7907151E-05 -0.3381010E-05
       1.250        1.100        0.000        0.000  4  0.1410467E-05 -0.9151446E+02 -0.3727761E-07 -0.1409975E-05
       1.250        1.150        0.000        0.000  4  0.6222354E-05  0.5370543E+01  0.6195039E-05  0.5823904E-06
       1.250        1.200        0.000        0.000  4  0.1463080E-05 -0.1433570E+03 -0.1173931E-05 -0.8732067E-06
       1.250        1.250        0.000        0.000  4  0.7282665E-05 -0.1854244E+02  0.6904610E-05 -0.2315938E-05
       1.300        0.250        0.000        0.000  4  0.1093657E-03 -0.1686841E+03 -0.1072397E-03 -0.2145951E-04
       1.300        0.300        0.000        0.000  4  0.1233413E-03 -0.1656323E+03 -0.1194836E-03 -0.3060633E-04
       1.300        0.350        0.000        0.000  4  0.2845001E-04  0.1795083E+03 -0.2844897E-04  0.2441257E-06
       1.300        0.400        0.000        0.000  4  0.1237883E-04  0.1786497E+03 -0.1237540E-04  0.2917193E-06
       1.300        0.450        0.000        0.000  4  0.1090476E-03 -0.1650197E+03 -0.1053416E-03 -0.2818731E-04
       1.300        0.500        0.000        0.000  4  0.3941303E-04 -0.1619525E+03 -0.3747391E-04 -0.1221036E-04
       1.300        0.550        0.000        0.000  4  0.3577778E-04 -0.1592115E+03 -0.3344855E-04 -0.1269819E-04
       1.300        0.600        0.000        0.000  4  0.6212618E-04  0.4680763E+02  0.4252226E-04  0.4529370E-04
       1.300        0.650        0.000        0.000  4  0.1464400E-04 -0.9008897E+01  0.1446335E-04 -0.2293072E-05
       1.300        0.700        0.000        0.000  4  0.2948986E-05 -0.1693358E+03 -0.2898053E-05 -0.5457188E-06
       1.300        0.750        0.000        0.000  4  0.1461158E-04 -0.1188678E+03 -0.7054326E-05 -0.1279588E-04
       1.300        0.800        0.000        0.000  4  0.8580806E-05 -0.6241683E+02  0.3973219E-05 -0.7605508E-05
       1.300        0.850        0.000        0.000  4  0.1130474E-04 -0.6585476E+02  0.4624215E-05 -0.1031571E-04
       1.300        0.900        0.000        0.000  4  0.1066677E-04 -0.7762896E+02  0.2285265E-05 -0.1041909E-04
       1.300        0.950        0.000        0.000  4  0.1421818E-04 -0.3284008E+02  0.1194594E-04 -0.7710463E-05
       1.300        1.000        0.000        0.000  4  0.3035628E-04 -0.2081941E+02  0.2837417E-04 -0.1078934E-04
       1.300        1.050        0.000        0.000  4  0.6813885E-04  0.3779932E+02  0.5384075E-04  0.4176214E-04
       1.300        1.100        0.000        0.000  4  0.5307186E-05 -0.1004860E+03 -0.9658853E-06 -0.5218552E-05
       1.300        1.150        0.000        0.000  4  0.1298357E-04 -0.1040045E+03 -0.3141991E-05 -0.1259766E-04
       1.300        1.200        0.000        0.000  4  0.1008474E-05 -0.9535320E+02 -0.9408567E-07 -0.1004075E-05
       1.300        1.250        0.000        0.000  4  0.5420246E-05  0.4712351E+01  0.5401924E-05  0.4452914E-06
       1.300        1.300        0.000        0.000  4  0.7221489E-04 -0.1240268E+03 -0.4041010E-04 -0.5984993E-04
       1.350        0.250        0.000        0.000  4  0.1553191E-03 -0.1618576E+03 -0.1475975E-03 -0.4836326E-04
       1.350        0.300        0.000        0.000  4  0.2320799E-03 -0.1637239E+03 -0.2227788E-03 -0.6504399E-04
       1.350        0.350        0.000        0.000  4  0.2430144E-04 -0.1565805E+03 -0.2229947E-04 -0.9658854E-05
       1.350        0.400        0.000        0.000  4  0.7519601E-05 -0.1267182E+03 -0.4495822E-05 -0.6027601E-05
       1.350        0.450        0.000        0.000  4  0.1361179E-03 -0.1564785E+03 -0.1248079E-03 -0.5432379E-04
       1.350        0.500        0.000        0.000  4  0.2586599E-04 -0.1418348E+03 -0.2033667E-04 -0.1598340E-04
       1.350        0.550        0.000        0.000  4  0.1420140E-04 -0.1045011E+03 -0.3556000E-05 -0.1374899E-04
       1.350        0.600        0.000        0.000  4  0.6492109E-04  0.3510189E+02  0.5311394E-04  0.3733173E-04
       1.350        0.650        0.000        0.000  4  0.2037652E-04  0.2288280E+02  0.1877293E-04  0.7923357E-05
       1.350        0.700        0.000        0.000  4  0.7988855E-05 -0.1113413E+03 -0.2907322E-05 -0.7441054E-05
       1.350        0.750        0.000        0.000  4  0.3367845E-05 -0.1194595E+03 -0.1656335E-05 -0.2932394E-05
       1.350        0.800        0.000        0.000  4  0.1575331E-05  0.1741885E+03 -0.1567235E-05  0.1595108E-06
       1.350        0.850        0.000        0.000  4  0.1695740E-05  0.1461362E+02  0.1640881E-05  0.4278339E-06
       1.350        0.900        0.000        0.000  4  0.2023203E-05 -0.1181842E+02  0.1980315E-05 -0.4143737E-06
       1.350        0.950        0.000        0.000  4  0.5045424E-05 -0.1755952E+02  0.4810328E-05 -0.1522186E-05
       1.350        1.000        0.000        0.000  4  0.1178117E-04  0.1467016E+03 -0.9846969E-05  0.6467859E-05
       1.350        1.050        0.000        0.000  4  0.2208835E-04  0.1656086E+02  0.2117207E-04  0.6295924E-05
       1.350        1.100        0.000        0.000  4  0.6828610E-05 -0.4418255E+02  0.4896952E-05 -0.4759178E-05
       1.350        1.150        0.000        0.000  4  0.6014898E-05  0.4815353E+01  0.5993668E-05  0.5049198E-06
       1.350        1.200        0.000        0.000  4  0.5575640E-05  0.8543837E+01  0.5513765E-05  0.8283509E-06
       1.350        1.250        0.000        0.000  4  0.5924340E-05 -0.2198057E+02  0.5493705E-05 -0.2217434E-05
       1.350        1.300        0.000        0.000  4  0.1881057E-04 -0.1132140E+03 -0.7414495E-05 -0.1728764E-04
       1.350        1.350        0.000        0.000  4  0.9505637E-05  0.5305090E+02  0.5713888E-05  0.7596618E-05
       1.400        0.250        0.000        0.000  4  0.2448006E-03 -0.1668088E+03 -0.2383413E-03 -0.5586367E-04
       1.400        0.300        0.000        0.000  4  0.3536865E-03 -0.1658710E+03 -0.3429871E-03 -0.8633658E-04
       1.400        0.350        0.000        0.000  4  0.4315279E-04 -0.1638053E+03 -0.4144047E-04 -0.1203540E-04
       1.400        0.400        0.000        0.000  4  0.1271669E-04 -0.1383616E+03 -0.9503859E-05 -0.8449315E-05
       1.400        0.450        0.000        0.000  4  0.1824057E-03 -0.1559918E+03 -0.1666254E-03 -0.7421480E-04
       1.400        0.500        0.000        0.000  4  0.2937919E-04 -0.1503431E+03 -0.2553063E-04 -0.1453696E-04
       1.400        0.550        0.000        0.000  4  0.1562622E-04 -0.9430768E+02 -0.1173723E-05 -0.1558208E-04
       1.400        0.600        0.000        0.000  4  0.7025750E-04  0.4795290E+02  0.4705434E-04  0.5217284E-04
       1.400        0.650        0.000        0.000  4  0.1546047E-04  0.4117693E+02  0.1163679E-04  0.1017896E-04
       1.400        0.700        0.000        0.000  4  0.8422378E-05 -0.1477300E+03 -0.7121471E-05 -0.4496786E-05
       1.400        0.750        0.000        0.000  4  0.4310765E-05 -0.1710221E+03 -0.4257953E-05 -0.6727092E-06
       1.400        0.800        0.000        0.000  4  0.4973576E-05 -0.1537176E+03 -0.4459420E-05 -0.2202278E-05
       1.400        0.850        0.000        0.000  4  0.4747085E-06 -0.1147508E+03 -0.1987471E-06 -0.4311007E-06
       1.400        0.900        0.000        0.000  4  0.1656739E-05  0.1350372E+03 -0.1172252E-05  0.1170730E-05
       1.400        0.950        0.000        0.000  4  0.4586067E-05 -0.4764602E+01  0.4570220E-05 -0.3809288E-06
       1.400        1.000        0.000        0.000  4  0.4504863E-05 -0.1105735E+03 -0.1583051E-05 -0.4217552E-05
       1.400        1.050        0.000        0.000  4  0.1551860E-04  0.3503080E+02  0.1270730E-04  0.8907932E-05
       1.400        1.100        0.000        0.000  4  0.6471291E-05  0.1691140E+03 -0.6354841E-05  0.1222134E-05
       1.400        1.150        0.000        0.000  4  0.1507575E-05  0.1132641E+03 -0.5954464E-06  0.1385000E-05
       1.400        1.200        0.000        0.000  4  0.3935034E-06  0.7574299E+02  0.9690881E-07  0.3813838E-06
       1.400        1.250        0.000        0.000  4  0.2868435E-05 -0.3463833E+02  0.2360023E-05 -0.1630402E-05
       1.400        1.300        0.000        0.000  4  0.1051112E-04  0.1778757E+03 -0.1050390E-04  0.3896270E-06
       1.400        1.350        0.000        0.000  4  0.6397728E-05  0.1134332E+03 -0.2544243E-05  0.5870073E-05
       1.400        1.400        0.000        0.000  4  0.8643425E-05  0.1665069E+03 -0.8404850E-05  0.2016753E-05
       1.450        0.250        0.000        0.000  4  0.4120467E-03 -0.1761794E+03 -0.4111310E-03 -0.2745555E-04
       1.450        0.300        0.000        0.000  4  0.5735877E-03 -0.1733567E+03 -0.5697364E-03 -0.6635737E-04
       1.450        0.350        0.000        0.000  4  0.7794434E-04 -0.1718691E+03 -0.7716081E-04 -0.1102401E-04
       1.450        0.400        0.000        0.000  4  0.2673035E-04 -0.1428574E+03 -0.2130770E-04 -0.1613981E-04
       1.450        0.450        0.000        0.000  4  0.2640485E-03 -0.1566361E+03 -0.2423978E-03 -0.1047136E-03
       1.450        0.500        0.000        0.000  4  0.4242066E-04 -0.1525159E+03 -0.3763301E-04 -0.1957724E-04
       1.450        0.550        0.000        0.000  4  0.2491309E-04 -0.9489945E+02 -0.2127767E-05 -0.2482206E-04
       1.450        0.600        0.000        0.000  4  0.8779341E-04  0.4024556E+02  0.6701117E-04  0.5672024E-04
       1.450        0.650        0.000        0.000  4  0.2355611E-04  0.2908524E+02  0.2058562E-04  0.1145086E-04
       1.450        0.700        0.000        0.000  4  0.1276381E-04 -0.1300856E+03 -0.8219028E-05 -0.9765370E-05
       1.450        0.750        0.000        0.000  4  0.2295734E-05 -0.1642476E+03 -0.2209515E-05 -0.6232486E-06
       1.450        0.800        0.000        0.000  4  0.3912009E-05 -0.1274647E+03 -0.2379570E-05 -0.3105070E-05
       1.450        0.850        0.000        0.000  4  0.1222754E-05 -0.4044559E+02  0.9305431E-06 -0.7932318E-06
       1.450        0.900        0.000        0.000  4  0.1285185E-05  0.1030285E+02  0.1264463E-05  0.2298568E-06
       1.450        0.950        0.000        0.000  4  0.7017792E-05 -0.1200502E+02  0.6864308E-05 -0.1459682E-05
       1.450        1.000        0.000        0.000  4  0.1072351E-04  0.7839656E+01  0.1062329E-04  0.1462701E-05
       1.450        1.050        0.000        0.000  4  0.2481610E-04  0.6844267E+02  0.9118230E-05  0.2308023E-04
       1.450        1.100        0.000        0.000  4  0.1320582E-04 -0.1586460E+03 -0.1229922E-04 -0.4808626E-05
       1.450        1.150        0.000        0.000  4  0.2126143E-05  0.1520356E+03 -0.1877894E-05  0.9969965E-06
