      w1[rad/s]       w2[rad/s] beta1[deg] beta2[deg] DOF MOD(QTF)/rho/g PHASE(QTF)[deg] Re(QTF)/rho/g Im(QTF)/rho/g
       0.900        0.550        0.000        0.000  2  0.3446274E-06  0.1672505E+03 -0.3361304E-06  0.7605551E-07
       0.900        0.600        0.000        0.000  2  0.1523563E-05 -0.7209610E+02  0.4683756E-06 -0.1449782E-05
       0.900        0.650        0.000        0.000  2  0.3646126E-06 -0.8793678E+02  0.1312680E-07 -0.3643762E-06
       0.900        0.700        0.000        0.000  2  0.1804517E-06  0.1290228E+03 -0.1136178E-06  0.1401921E-06
       0.900        0.750        0.000        0.000  2  0.1034865E-06  0.1167250E+03 -0.4653883E-07  0.9243158E-07
       0.900        0.800        0.000        0.000  2  0.6111140E-07  0.1688950E+03 -0.5996714E-07  0.1177051E-07
       0.900        0.850        0.000        0.000  2  0.3692847E-07 -0.1572273E+03 -0.3404982E-07 -0.1429411E-07
       0.900        0.900        0.000        0.000  2  0.5934822E-07 -0.1484225E+03 -0.5056068E-07 -0.3107778E-07
       0.950        0.250        0.000        0.000  2  0.1061091E-04  0.1113173E+03 -0.3857409E-05  0.9884929E-05
       0.950        0.300        0.000        0.000  2  0.1450014E-04  0.1091275E+03 -0.4751273E-05  0.1369962E-04
       0.950        0.350        0.000        0.000  2  0.1768767E-05  0.1047085E+03 -0.4490930E-06  0.1710805E-05
       0.950        0.400        0.000        0.000  2  0.7010667E-06  0.1271014E+03 -0.4229024E-06  0.5591494E-06
       0.950        0.450        0.000        0.000  2  0.6633301E-05  0.1070215E+03 -0.1941767E-05  0.6342730E-05
       0.950        0.500        0.000        0.000  2  0.1168984E-05  0.1095395E+03 -0.3909737E-06  0.1101663E-05
       0.950        0.550        0.000        0.000  2  0.5092203E-06  0.1666288E+03 -0.4954165E-06  0.1177621E-06
       0.950        0.600        0.000        0.000  2  0.2417484E-05 -0.6675402E+02  0.9541308E-06 -0.2221230E-05
       0.950        0.650        0.000        0.000  2  0.5273662E-06 -0.7585883E+02  0.1288418E-06 -0.5113852E-06
       0.950        0.700        0.000        0.000  2  0.3330854E-06  0.1344927E+03 -0.2334323E-06  0.2376031E-06
       0.950        0.750        0.000        0.000  2  0.1368811E-06  0.1118967E+03 -0.5104773E-07  0.1270062E-06
       0.950        0.800        0.000        0.000  2  0.9446516E-07  0.1480348E+03 -0.8014137E-07  0.5001026E-07
       0.950        0.850        0.000        0.000  2  0.3297468E-07 -0.1456046E+03 -0.2720936E-07 -0.1862740E-07
       0.950        0.900        0.000        0.000  2  0.5569326E-07 -0.1151826E+03 -0.2369775E-07 -0.5039996E-07
       0.950        0.950        0.000        0.000  2  0.1127511E-06 -0.9040809E+02 -0.8030717E-09 -0.1127483E-06
       1.000        0.250        0.000        0.000  2  0.3187199E-04  0.1053851E+03 -0.8455837E-05  0.3072984E-04
       1.000        0.300        0.000        0.000  2  0.4400569E-04  0.1046954E+03 -0.1116340E-04  0.4256617E-04
       1.000        0.350        0.000        0.000  2  0.5308913E-05  0.1030843E+03 -0.1201854E-05  0.5171084E-05
       1.000        0.400        0.000        0.000  2  0.1978039E-05  0.1260313E+03 -0.1163536E-05  0.1599632E-05
       1.000        0.450        0.000        0.000  2  0.2001754E-04  0.1072400E+03 -0.5932703E-05  0.1911818E-04
       1.000        0.500        0.000        0.000  2  0.3209904E-05  0.1093248E+03 -0.1062229E-05  0.3029051E-05
       1.000        0.550        0.000        0.000  2  0.1575242E-05  0.1753249E+03 -0.1570001E-05  0.1283905E-06
       1.000        0.600        0.000        0.000  2  0.7235418E-05 -0.6518240E+02  0.3036929E-05 -0.6567217E-05
       1.000        0.650        0.000        0.000  2  0.1758172E-05 -0.7034540E+02  0.5913596E-06 -0.1655736E-05
       1.000        0.700        0.000        0.000  2  0.9614358E-06  0.1453819E+03 -0.7912207E-06  0.5461948E-06
       1.000        0.750        0.000        0.000  2  0.2735910E-06  0.1035708E+03 -0.6419726E-07  0.2659525E-06
       1.000        0.800        0.000        0.000  2  0.1929453E-06  0.1213670E+03 -0.1004314E-06  0.1647465E-06
       1.000        0.850        0.000        0.000  2  0.4440033E-07  0.1394862E+03 -0.3375534E-07  0.2884383E-07
       1.000        0.900        0.000        0.000  2  0.4728346E-07 -0.7720552E+02  0.1047114E-07 -0.4610945E-07
       1.000        0.950        0.000        0.000  2  0.2151367E-06 -0.8376819E+02  0.2335338E-07 -0.2138654E-06
       1.000        1.000        0.000        0.000  2  0.2477147E-06  0.8105979E+02  0.3849579E-07  0.2447052E-06
       1.050        0.250        0.000        0.000  2  0.2472912E-04 -0.7370236E+02  0.6939661E-05 -0.2373543E-04
       1.050        0.300        0.000        0.000  2  0.3441958E-04 -0.7238293E+02  0.1041721E-04 -0.3280532E-04
       1.050        0.350        0.000        0.000  2  0.4153568E-05 -0.7171376E+02  0.1303242E-05 -0.3943816E-05
       1.050        0.400        0.000        0.000  2  0.1532488E-05 -0.4877428E+02  0.1009951E-05 -0.1152614E-05
       1.050        0.450        0.000        0.000  2  0.1546425E-04 -0.6512558E+02  0.6504742E-05 -0.1402967E-04
       1.050        0.500        0.000        0.000  2  0.2630169E-05 -0.6192854E+02  0.1237685E-05 -0.2320760E-05
       1.050        0.550        0.000        0.000  2  0.1037021E-05 -0.3232069E+01  0.1035371E-05 -0.5846758E-07
       1.050        0.600        0.000        0.000  2  0.5310128E-05  0.1252593E+03 -0.3065418E-05  0.4335975E-05
       1.050        0.650        0.000        0.000  2  0.1299705E-05  0.1322632E+03 -0.8740994E-06  0.9618645E-06
       1.050        0.700        0.000        0.000  2  0.5644302E-06 -0.3277881E+02  0.4745542E-06 -0.3055810E-06
       1.050        0.750        0.000        0.000  2  0.1899352E-06 -0.1004430E+03 -0.3442727E-07 -0.1867891E-06
       1.050        0.800        0.000        0.000  2  0.1403197E-06 -0.4068024E+02  0.1064128E-06 -0.9146557E-07
       1.050        0.850        0.000        0.000  2  0.1304938E-06  0.1675843E+03 -0.1274420E-06  0.2805649E-07
       1.050        0.900        0.000        0.000  2  0.8720089E-07 -0.1422847E+03 -0.6898114E-07 -0.5334415E-07
       1.050        0.950        0.000        0.000  2  0.1677768E-06  0.8315965E+02  0.1998276E-07  0.1665825E-06
       1.050        1.000        0.000        0.000  2  0.1024052E-05 -0.7725227E+02  0.2259661E-06 -0.9988106E-06
       1.050        1.050        0.000        0.000  2  0.8773824E-06  0.1474816E+03 -0.7398256E-06  0.4716544E-06
       1.100        0.250        0.000        0.000  2  0.7491429E-05 -0.7827433E+02  0.1522453E-05 -0.7335097E-05
       1.100        0.300        0.000        0.000  2  0.1044494E-04 -0.7548137E+02  0.2618493E-05 -0.1011139E-04
       1.100        0.350        0.000        0.000  2  0.1311852E-05 -0.6811953E+02  0.4888900E-06 -0.1217351E-05
       1.100        0.400        0.000        0.000  2  0.5417048E-06 -0.4467147E+02  0.3852332E-06 -0.3808406E-06
       1.100        0.450        0.000        0.000  2  0.4700747E-05 -0.6314074E+02  0.2123800E-05 -0.4193625E-05
       1.100        0.500        0.000        0.000  2  0.7390055E-06 -0.5793211E+02  0.3923556E-06 -0.6262478E-06
       1.100        0.550        0.000        0.000  2  0.4451297E-06  0.1096830E+02  0.4369984E-06  0.8469303E-07
       1.100        0.600        0.000        0.000  2  0.1475194E-05  0.1298518E+03 -0.9453107E-06  0.1132513E-05
       1.100        0.650        0.000        0.000  2  0.3990762E-06  0.1311412E+03 -0.2625592E-06  0.3005403E-06
       1.100        0.700        0.000        0.000  2  0.2146031E-06 -0.1179794E+02  0.2100696E-06 -0.4387794E-07
       1.100        0.750        0.000        0.000  2  0.2518498E-07 -0.3379812E+02  0.2092879E-07 -0.1400961E-07
       1.100        0.800        0.000        0.000  2  0.8954544E-07 -0.4340344E+02  0.6505775E-07 -0.6152946E-07
       1.100        0.850        0.000        0.000  2  0.6044682E-07  0.1109626E+01  0.6043549E-07  0.1170578E-08
       1.100        0.900        0.000        0.000  2  0.4838720E-07  0.8044788E+02  0.8029600E-08  0.4771631E-07
       1.100        0.950        0.000        0.000  2  0.1113795E-06  0.1022953E+03 -0.2371826E-07  0.1088248E-06
       1.100        1.000        0.000        0.000  2  0.9613773E-07  0.1487722E+03 -0.8220864E-07  0.4984177E-07
       1.100        1.050        0.000        0.000  2  0.4107264E-06 -0.4029523E+02  0.3132702E-06 -0.2656276E-06
       1.100        1.100        0.000        0.000  2  0.3179102E-06 -0.1451170E+02  0.3077678E-06 -0.7966124E-07
       1.150        0.250        0.000        0.000  2  0.3580438E-05 -0.7954982E+02  0.6494213E-06 -0.3521049E-05
       1.150        0.300        0.000        0.000  2  0.5022941E-05 -0.7471507E+02  0.1324144E-05 -0.4845263E-05
       1.150        0.350        0.000        0.000  2  0.6763145E-06 -0.6878051E+02  0.2447864E-06 -0.6304609E-06
       1.150        0.400        0.000        0.000  2  0.2545590E-06 -0.4873426E+02  0.1678950E-06 -0.1913415E-06
       1.150        0.450        0.000        0.000  2  0.2257926E-05 -0.5741224E+02  0.1216098E-05 -0.1902455E-05
       1.150        0.500        0.000        0.000  2  0.3713495E-06 -0.5335721E+02  0.2216304E-06 -0.2979605E-06
       1.150        0.550        0.000        0.000  2  0.1492295E-06  0.2312216E+02  0.1372418E-06  0.5860135E-07
       1.150        0.600        0.000        0.000  2  0.7030583E-06  0.1420656E+03 -0.5545130E-06  0.4322109E-06
       1.150        0.650        0.000        0.000  2  0.2610434E-06  0.1548469E+03 -0.2362900E-06  0.1109536E-06
       1.150        0.700        0.000        0.000  2  0.1020318E-06 -0.1196375E+02  0.9981552E-07 -0.2115044E-07
       1.150        0.750        0.000        0.000  2  0.3875215E-07  0.1640723E+03 -0.3726441E-07  0.1063452E-07
       1.150        0.800        0.000        0.000  2  0.2669560E-07 -0.6858638E+02  0.9746511E-08 -0.2485278E-07
       1.150        0.850        0.000        0.000  2  0.4268881E-08 -0.1616655E+03 -0.4052178E-08 -0.1342833E-08
       1.150        0.900        0.000        0.000  2  0.2120107E-07 -0.1165666E+03 -0.9481925E-08 -0.1896255E-07
       1.150        0.950        0.000        0.000  2  0.4964118E-07  0.7951304E+02  0.9035276E-08  0.4881199E-07
       1.150        1.000        0.000        0.000  2  0.3611785E-07  0.6271238E+02  0.1655850E-07  0.3209852E-07
       1.150        1.050        0.000        0.000  2  0.3031327E-06  0.1579234E+03 -0.2809078E-06  0.1139310E-06
       1.150        1.100        0.000        0.000  2  0.5999481E-07  0.2125503E+02  0.5591373E-07  0.2174931E-07
       1.150        1.150        0.000        0.000  2  0.1029733E-06 -0.1453056E+03 -0.8466461E-07 -0.5861238E-07
       1.200        0.250        0.000        0.000  2  0.1728130E-05 -0.7011709E+02  0.5877353E-06 -0.1625115E-05
       1.200        0.300        0.000        0.000  2  0.2586869E-05 -0.6213653E+02  0.1209015E-05 -0.2286957E-05
       1.200        0.350        0.000        0.000  2  0.3347320E-06 -0.6214531E+02  0.1563971E-06 -0.2959484E-06
       1.200        0.400        0.000        0.000  2  0.1980079E-06 -0.1893934E+02  0.1872883E-06 -0.6426682E-07
       1.200        0.450        0.000        0.000  2  0.1441450E-05 -0.3212238E+02  0.1220784E-05 -0.7664613E-06
       1.200        0.500        0.000        0.000  2  0.2389675E-06 -0.2479320E+02  0.2169412E-06 -0.1002096E-06
       1.200        0.550        0.000        0.000  2  0.1061417E-06  0.5334813E+02  0.6336145E-07  0.8515510E-07
       1.200        0.600        0.000        0.000  2  0.5343883E-06  0.1686264E+03 -0.5238941E-06  0.1053841E-06
       1.200        0.650        0.000        0.000  2  0.1506918E-06  0.1569578E+03 -0.1386692E-06  0.5898209E-07
       1.200        0.700        0.000        0.000  2  0.9813336E-07  0.2842885E+02  0.8629936E-07  0.4671806E-07
       1.200        0.750        0.000        0.000  2  0.4359672E-07  0.1539862E+03 -0.3917988E-07  0.1912096E-07
       1.200        0.800        0.000        0.000  2  0.2844306E-07 -0.1340520E+03 -0.1977677E-07 -0.2044228E-07
       1.200        0.850        0.000        0.000  2  0.1198188E-07 -0.1228856E+03 -0.6505720E-08 -0.1006186E-07
       1.200        0.900        0.000        0.000  2  0.3781005E-07 -0.1338674E+03 -0.2620207E-07 -0.2725896E-07
       1.200        0.950        0.000        0.000  2  0.6625859E-08  0.1267391E+03 -0.3963406E-08  0.5309748E-08
       1.200        1.000        0.000        0.000  2  0.5014144E-07  0.1193153E+03 -0.2454999E-07  0.4372027E-07
       1.200        1.050        0.000        0.000  2  0.1078425E-06 -0.8531251E+02  0.8812995E-08 -0.1074818E-06
       1.200        1.100        0.000        0.000  2  0.1199034E-06 -0.5453954E+02  0.6956086E-07 -0.9766323E-07
       1.200        1.150        0.000        0.000  2  0.5045741E-07  0.1320044E+03 -0.3376548E-07  0.3749457E-07
       1.200        1.200        0.000        0.000  2  0.4987599E-07 -0.6488329E+02  0.2117054E-07 -0.4515997E-07
       1.250        0.250        0.000        0.000  2  0.9736474E-06 -0.3026847E+02  0.8409129E-06 -0.4907694E-06
       1.250        0.300        0.000        0.000  2  0.1631739E-05 -0.2404970E+02  0.1490091E-05 -0.6649806E-06
       1.250        0.350        0.000        0.000  2  0.2035851E-06 -0.2047767E+02  0.1907203E-06 -0.7122267E-07
       1.250        0.400        0.000        0.000  2  0.1269446E-06  0.1561223E+01  0.1268975E-06  0.3458619E-08
       1.250        0.450        0.000        0.000  2  0.1102489E-05 -0.1139229E+01  0.1102271E-05 -0.2191967E-07
       1.250        0.500        0.000        0.000  2  0.1473901E-06  0.8374360E+01  0.1458185E-06  0.2146594E-07
       1.250        0.550        0.000        0.000  2  0.1231524E-06  0.1031716E+03 -0.2806259E-07  0.1199125E-06
       1.250        0.600        0.000        0.000  2  0.4715249E-06 -0.1703396E+03 -0.4648386E-06 -0.7912515E-07
       1.250        0.650        0.000        0.000  2  0.2376583E-06  0.1762833E+03 -0.2371585E-06  0.1540560E-07
       1.250        0.700        0.000        0.000  2  0.1123451E-06  0.4164365E+02  0.8395462E-07  0.7465286E-07
       1.250        0.750        0.000        0.000  2  0.7061742E-07  0.1299047E+03 -0.4530202E-07  0.5417147E-07
       1.250        0.800        0.000        0.000  2  0.6347523E-07  0.1774229E+03 -0.6341104E-07  0.2854081E-08
       1.250        0.850        0.000        0.000  2  0.2231839E-07 -0.1171917E+03 -0.1019881E-07 -0.1985182E-07
       1.250        0.900        0.000        0.000  2  0.4463654E-07 -0.1407037E+03 -0.3454338E-07 -0.2826970E-07
       1.250        0.950        0.000        0.000  2  0.1413149E-07 -0.1362396E+03 -0.1020630E-07 -0.9773968E-08
       1.250        1.000        0.000        0.000  2  0.1520672E-06 -0.6871989E+02  0.5518943E-07 -0.1416989E-06
       1.250        1.050        0.000        0.000  2  0.1601134E-06 -0.1701383E+03 -0.1577475E-06 -0.2742281E-07
       1.250        1.100        0.000        0.000  2  0.5608077E-07  0.5279191E+02  0.3391269E-07  0.4466522E-07
       1.250        1.150        0.000        0.000  2  0.1063225E-06 -0.1783837E+03 -0.1062802E-06 -0.2998843E-08
       1.250        1.200        0.000        0.000  2  0.1828386E-07  0.2375364E+02  0.1673496E-07  0.7364827E-08
       1.250        1.250        0.000        0.000  2  0.5838939E-07  0.1651087E+03 -0.5642838E-07  0.1500529E-07
       1.300        0.250        0.000        0.000  2  0.1544270E-05  0.1275024E+02  0.1506190E-05  0.3408227E-06
       1.300        0.300        0.000        0.000  2  0.1707782E-05  0.1473787E+02  0.1651596E-05  0.4344550E-06
       1.300        0.350        0.000        0.000  2  0.3359945E-06 -0.2681342E+01  0.3356267E-06 -0.1571822E-07
       1.300        0.400        0.000        0.000  2  0.1265939E-06  0.8525715E+02  0.1046729E-07  0.1261605E-06
       1.300        0.450        0.000        0.000  2  0.1364664E-05  0.1035532E+02  0.1342436E-05  0.2453011E-06
       1.300        0.500        0.000        0.000  2  0.3911075E-06  0.2469519E+02  0.3553380E-06  0.1634011E-06
       1.300        0.550        0.000        0.000  2  0.3404838E-06  0.2401645E+02  0.3110077E-06  0.1385766E-06
       1.300        0.600        0.000        0.000  2  0.9422811E-06 -0.1411004E+03 -0.7333282E-06 -0.5917122E-06
       1.300        0.650        0.000        0.000  2  0.4588675E-06  0.1739234E+03 -0.4562893E-06  0.4857509E-07
       1.300        0.700        0.000        0.000  2  0.9350661E-07 -0.1253831E+03 -0.5414413E-07 -0.7623581E-07
       1.300        0.750        0.000        0.000  2  0.2156424E-06  0.6490005E+02  0.9147519E-07  0.1952791E-06
       1.300        0.800        0.000        0.000  2  0.1023393E-06  0.9239361E+02 -0.4274127E-08  0.1022501E-06
       1.300        0.850        0.000        0.000  2  0.1662979E-06  0.1234116E+03 -0.9157201E-07  0.1388148E-06
       1.300        0.900        0.000        0.000  2  0.1409249E-06  0.1048718E+03 -0.3616951E-07  0.1362043E-06
       1.300        0.950        0.000        0.000  2  0.1401601E-06  0.1761466E+03 -0.1398433E-06  0.9419220E-08
       1.300        1.000        0.000        0.000  2  0.1024926E-06 -0.1148979E+03 -0.4314965E-07 -0.9296684E-07
       1.300        1.050        0.000        0.000  2  0.8030299E-06 -0.1454229E+03 -0.6611856E-06 -0.4557309E-06
       1.300        1.100        0.000        0.000  2  0.1261885E-07  0.2596927E+02  0.1134471E-07  0.5525655E-08
       1.300        1.150        0.000        0.000  2  0.1304408E-06  0.9538291E+02 -0.1223685E-07  0.1298656E-06
       1.300        1.200        0.000        0.000  2  0.4419682E-07  0.5474127E+01  0.4399525E-07  0.4216211E-08
       1.300        1.250        0.000        0.000  2  0.3074293E-07 -0.1656563E+03 -0.2978458E-07 -0.7616207E-08
       1.300        1.300        0.000        0.000  2  0.1298216E-05  0.6451254E+02  0.5586401E-06  0.1171873E-05
       1.350        0.250        0.000        0.000  2  0.2192652E-05  0.1812668E+02  0.2083833E-05  0.6821759E-06
       1.350        0.300        0.000        0.000  2  0.3234235E-05  0.1684093E+02  0.3095528E-05  0.9370087E-06
       1.350        0.350        0.000        0.000  2  0.3707387E-06  0.2059967E+02  0.3470342E-06  0.1304393E-06
       1.350        0.400        0.000        0.000  2  0.1340172E-06  0.4623003E+02  0.9270836E-07  0.9677687E-07
       1.350        0.450        0.000        0.000  2  0.1824119E-05  0.2346867E+02  0.1673224E-05  0.7264510E-06
       1.350        0.500        0.000        0.000  2  0.3400877E-06  0.3867586E+02  0.2655044E-06  0.2125255E-06
       1.350        0.550        0.000        0.000  2  0.1943111E-06  0.7984686E+02  0.3425311E-07  0.1912682E-06
       1.350        0.600        0.000        0.000  2  0.8282170E-06 -0.1457328E+03 -0.6844556E-06 -0.4663301E-06
       1.350        0.650        0.000        0.000  2  0.2557666E-06 -0.1544788E+03 -0.2308105E-06 -0.1101958E-06
       1.350        0.700        0.000        0.000  2  0.1092539E-06  0.7471159E+02  0.2880786E-07  0.1053875E-06
       1.350        0.750        0.000        0.000  2  0.5411383E-07  0.5504451E+02  0.3100397E-07  0.4435156E-07
       1.350        0.800        0.000        0.000  2  0.3112682E-07  0.4277672E+02  0.2284727E-07  0.2113956E-07
       1.350        0.850        0.000        0.000  2  0.2009061E-07 -0.1659901E+03 -0.1949300E-07 -0.4863707E-08
       1.350        0.900        0.000        0.000  2  0.2070606E-07  0.1633205E+03 -0.1983485E-07  0.5943022E-08
       1.350        0.950        0.000        0.000  2  0.6846453E-07  0.1623499E+03 -0.6524162E-07  0.2075868E-07
       1.350        1.000        0.000        0.000  2  0.1610965E-06 -0.2058727E+02  0.1508085E-06 -0.5664696E-07
       1.350        1.050        0.000        0.000  2  0.2983313E-06 -0.1634187E+03 -0.2859254E-06 -0.8513625E-07
       1.350        1.100        0.000        0.000  2  0.4831780E-07  0.1423835E+03 -0.3827321E-07  0.2949189E-07
       1.350        1.150        0.000        0.000  2  0.3787796E-07  0.1745270E+03 -0.3770529E-07  0.3612692E-08
       1.350        1.200        0.000        0.000  2  0.6885865E-07 -0.1613150E+03 -0.6522942E-07 -0.2205984E-07
       1.350        1.250        0.000        0.000  2  0.8185287E-07  0.1388775E+03 -0.6166015E-07  0.5383232E-07
       1.350        1.300        0.000        0.000  2  0.4615755E-07  0.1126272E+03 -0.1775832E-07  0.4260471E-07
       1.350        1.350        0.000        0.000  2  0.1129523E-06 -0.1310125E+03 -0.7412190E-07 -0.8523001E-07
       1.400        0.250        0.000        0.000  2  0.3414849E-05  0.1427275E+02  0.3309443E-05  0.8418903E-06
       1.400        0.300        0.000        0.000  2  0.4893714E-05  0.1472851E+02  0.4732914E-05  0.1244174E-05
       1.400        0.350        0.000        0.000  2  0.6029515E-06  0.1481236E+02  0.5829144E-06  0.1541471E-06
       1.400        0.400        0.000        0.000  2  0.1846379E-06  0.4822474E+02  0.1230077E-06  0.1376962E-06
       1.400        0.450        0.000        0.000  2  0.2486981E-05  0.2403955E+02  0.2271271E-05  0.1013114E-05
       1.400        0.500        0.000        0.000  2  0.4097337E-06  0.3085382E+02  0.3517476E-06  0.2101317E-06
       1.400        0.550        0.000        0.000  2  0.2319804E-06  0.8285232E+02  0.2886467E-07  0.2301776E-06
       1.400        0.600        0.000        0.000  2  0.9598836E-06 -0.1337004E+03 -0.6631721E-06 -0.6939591E-06
       1.400        0.650        0.000        0.000  2  0.2262926E-06 -0.1418657E+03 -0.1779941E-06 -0.1397371E-06
       1.400        0.700        0.000        0.000  2  0.1069334E-06  0.3078608E+02  0.9186478E-07  0.5473216E-07
       1.400        0.750        0.000        0.000  2  0.5907748E-07  0.1016790E+02  0.5814965E-07  0.1042915E-07
       1.400        0.800        0.000        0.000  2  0.5832351E-07  0.2830511E+02  0.5135006E-07  0.2765507E-07
       1.400        0.850        0.000        0.000  2  0.8160786E-08  0.3087473E+01  0.8148940E-08  0.4395440E-09
       1.400        0.900        0.000        0.000  2  0.2595014E-07 -0.5225821E+02  0.1588419E-07 -0.2052078E-07
       1.400        0.950        0.000        0.000  2  0.7139739E-07  0.1713830E+03 -0.7059147E-07  0.1069734E-07
       1.400        1.000        0.000        0.000  2  0.6331325E-07  0.9445878E+02 -0.4922089E-08  0.6312164E-07
       1.400        1.050        0.000        0.000  2  0.2522506E-06 -0.1598121E+03 -0.2367538E-06 -0.8705155E-07
       1.400        1.100        0.000        0.000  2  0.6356301E-07 -0.1413952E+02  0.6163729E-07 -0.1552742E-07
       1.400        1.150        0.000        0.000  2  0.5145272E-07 -0.7233799E+02  0.1561082E-07 -0.4902739E-07
       1.400        1.200        0.000        0.000  2  0.2472830E-07 -0.4617355E+02  0.1712376E-07 -0.1784000E-07
       1.400        1.250        0.000        0.000  2  0.3740050E-07  0.1383891E+03 -0.2796331E-07  0.2483648E-07
       1.400        1.300        0.000        0.000  2  0.1860783E-06 -0.5628684E+02  0.1032801E-06 -0.1547849E-06
       1.400        1.350        0.000        0.000  2  0.1101764E-06 -0.8548933E+02  0.8664788E-08 -0.1098352E-06
       1.400        1.400        0.000        0.000  2  0.1018885E-06 -0.2203948E+02  0.9444307E-07 -0.3823320E-07
       1.450        0.250        0.000        0.000  2  0.5627693E-05  0.4206776E+01  0.5612530E-05  0.4128258E-06
       1.450        0.300        0.000        0.000  2  0.7907851E-05  0.7083434E+01  0.7847495E-05  0.9751532E-06
       1.450        0.350        0.000        0.000  2  0.1068160E-05  0.8987178E+01  0.1055047E-05  0.1668610E-06
       1.450        0.400        0.000        0.000  2  0.3577327E-06  0.3903620E+02  0.2778683E-06  0.2253041E-06
       1.450        0.450        0.000        0.000  2  0.3633652E-05  0.2242998E+02  0.3358754E-05  0.1386435E-05
       1.450        0.500        0.000        0.000  2  0.5595425E-06  0.2447945E+02  0.5092452E-06  0.2318559E-06
       1.450        0.550        0.000        0.000  2  0.3007917E-06  0.8664098E+02  0.1762407E-07  0.3002750E-06
       1.450        0.600        0.000        0.000  2  0.1239397E-05 -0.1394130E+03 -0.9412212E-06 -0.8063544E-06
       1.450        0.650        0.000        0.000  2  0.3473334E-06 -0.1459942E+03 -0.2879329E-06 -0.1942553E-06
       1.450        0.700        0.000        0.000  2  0.1812086E-06  0.4877197E+02  0.1194269E-06  0.1362856E-06
       1.450        0.750        0.000        0.000  2  0.3682922E-07 -0.1569969E+02  0.3545524E-07 -0.9965809E-08
       1.450        0.800        0.000        0.000  2  0.6765799E-07  0.6144011E+02  0.3234574E-07  0.5942523E-07
       1.450        0.850        0.000        0.000  2  0.1058679E-07  0.1500632E+03 -0.9174260E-08  0.5283284E-08
       1.450        0.900        0.000        0.000  2  0.3137090E-07  0.1485909E+03 -0.2677407E-07  0.1634877E-07
       1.450        0.950        0.000        0.000  2  0.1117228E-06  0.1691159E+03 -0.1097130E-06  0.2109584E-07
       1.450        1.000        0.000        0.000  2  0.1530436E-06 -0.1720422E+03 -0.1515699E-06 -0.2118781E-07
       1.450        1.050        0.000        0.000  2  0.3876864E-06 -0.9747977E+02 -0.5046761E-07 -0.3843875E-06
       1.450        1.100        0.000        0.000  2  0.1602185E-06  0.2973773E+02  0.1391186E-06  0.7947331E-07
       1.450        1.150        0.000        0.000  2  0.3234357E-07 -0.4035085E+02  0.2464884E-07 -0.2094138E-07
       1.450        1.200        0.000        0.000  2  0.9293696E-07 -0.6407544E+02  0.4063086E-07 -0.8358476E-07
       1.450        1.250        0.000        0.000  2  0.6348264E-07 -0.1720999E+03 -0.6288015E-07 -0.8725402E-08
       1.450        1.300        0.000        0.000  2  0.3431225E-06  0.6236279E+02  0.1591647E-06  0.3039731E-06
       1.450        1.350        0.000        0.000  2  0.7421185E-07 -0.7106649E+02  0.2407957E-07 -0.7019668E-07
       1.450        1.400        0.000        0.000  2  0.9120863E-07  0.5268903E+02  0.5528525E-07  0.7254346E-07
       1.450        1.450        0.000        0.000  2  0.1127496E-06  0.3577417E+02  0.9147686E-07  0.6591252E-07
       1.500        0.250        0.000        0.000  2  0.4223890E-05  0.1354088E+03 -0.3007973E-05  0.2965357E-05
       1.500        0.300        0.000        0.000  2  0.3644054E-05  0.1465590E+03 -0.3040795E-05  0.2008157E-05
       1.500        0.350        0.000        0.000  2  0.1810347E-06 -0.1242976E+03 -0.1020115E-06 -0.1495568E-06
       1.500        0.400        0.000        0.000  2  0.4425365E-06 -0.1177101E+02  0.4332303E-06 -0.9027779E-07
       1.500        0.450        0.000        0.000  2  0.3038625E-05 -0.5094353E+02  0.1914595E-05 -0.2359569E-05
       1.500        0.500        0.000        0.000  2  0.6609637E-06 -0.1154398E+02  0.6475934E-06 -0.1322721E-06
       1.500        0.550        0.000        0.000  2  0.7060011E-06  0.1408772E+02  0.6847676E-06  0.1718458E-06
       1.500        0.600        0.000        0.000  2  0.1767791E-05  0.1548311E+03 -0.1599954E-05  0.7518189E-06
       1.500        0.650        0.000        0.000  2  0.4485970E-06  0.1366287E+03 -0.3260935E-06  0.3080621E-06
       1.500        0.700        0.000        0.000  2  0.3270931E-06  0.1211243E+02  0.3198112E-06  0.6863416E-07
       1.500        0.750        0.000        0.000  2  0.2832014E-06  0.6661913E+02  0.1123861E-06  0.2599470E-06
       1.500        0.800        0.000        0.000  2  0.1417161E-06  0.4343700E+02  0.1029045E-06  0.9743784E-07
       1.500        0.850        0.000        0.000  2  0.1118238E-06  0.6648256E+02  0.4462086E-07  0.1025356E-06
       1.500        0.900        0.000        0.000  2  0.1069239E-06  0.8577813E+02  0.7871606E-08  0.1066337E-06
       1.500        0.950        0.000        0.000  2  0.2317962E-06  0.4625152E+02  0.1602856E-06  0.1674454E-06
       1.500        1.000        0.000        0.000  2  0.1430785E-06 -0.1764095E+03 -0.1427976E-06 -0.8960315E-08
       1.500        1.050        0.000        0.000  2  0.6042170E-06  0.2823869E+02  0.5323056E-06  0.2858827E-06
       1.500        1.100        0.000        0.000  2  0.3498702E-06 -0.3301581E+02  0.2933733E-06 -0.1906339E-06
       1.500        1.150        0.000        0.000  2  0.3257177E-06  0.4328229E+02  0.2371175E-06  0.2233099E-06
