
   85.1948242      -1.57075703       6.29541173E-05  -3.12684107       534.168335      -3.14096451       6.85752311E-04   1.03452383E-02   995.313721      -1.57077098       5.90526881E-08  -1.34854496       342.571899      -1.57083571       4.84638185E-05  -3.01550984       4412.70166      -3.14158630       4.67586378E-03  -3.13761950       1427.24695      -1.57126844       2.98023206E-09  -1.57079637    
   231437.141       1.59303340E-07  -2.83718109E-03   2.70716771E-13 -0.308792114      -2.71755980E-05  -4.23800945E-03  -1.07127102E-11   1366566.62       2.31803688E-06   9.36765500E-05   9.94416257E-15   41587.9375       1.71387384E-07   4.58061695E-05  -7.77440341E-13 -0.719001770       7.36408310E-06  -3.91006470E-03  -1.08411766E-10   129043.406       1.85956033E-05   1.90734863E-06   0.00000000    
   1.37805939E-03   1.18660634E-14   231436.359       1.95696813E-07   8.29744339E-02  -2.08899551E-14  -1366559.75      -1.51360507E-06  -2.34663486E-04   1.38982155E-13   9.60142445E-03  -1.77199155E-09  -5.98728657E-05   8.81072999E-15   41587.4570       2.30413804E-07   8.02993774E-04   3.06954440E-14  -129032.086      -9.68435961E-06   6.75964355E-03   5.05679049E-12   4.70139086E-04   2.39252018E-09
  0.144531250       9.70363635E-06 -0.132320404       8.23542450E-06   2020598.25       34.6914673     -0.493705750      -3.40197985E-05  0.988525391       1.74298286E-04  -6.63147075E-05   1.01144793E-09  -1.42306519       2.92527675E-05 -0.113347054       2.94473393E-05  -476192.656       3.37266064      -7.05566406E-02  -1.94644919E-04  -60.1093750      -2.39257803E-04   0.00000000       0.00000000    
   2.25830078E-03   1.36424202E-14  -910287.188      -2.30912997E-06  -2.55889893E-02   5.77529127E-13   23794340.0       1.45547783E-05   8.15887451E-02  -4.00632392E-12  -5.88430129E-02  -8.86057023E-08   1.00824833E-02  -6.87805322E-14  -1468351.25      -3.95692723E-06 -0.105270386       1.28056853E-11   20111516.0      -3.27087182E-04  0.338378906      -2.79396766E-11  -2.42752433E-02   2.71143232E-08
   910293.688       2.12731993E-06  -1.54113770E-03  -1.13990380E-10  -3.99267578      -2.40268288E-04  0.103073120      -4.46081005E-10   23794412.0       2.37383410E-05  -7.57940579E-04   1.91769462E-14   1468360.62       2.59024341E-06  -1.90510750E-02  -1.54901869E-10  -8.27813721      -2.34390551E-04 -0.439392090      -1.01172193E-09   20111716.0       2.22287359E-04   1.04904175E-05   2.27373670E-15
  -2.17533307E-06  -1.37667656E-16   2.95650493E-02  -9.66602021E-10   9.96442395E-09  -7.28861422E-16 -0.169418529       6.15983309E-09  -7.35308276E-08   4.87831982E-15   957.951477      -3.42630979E-10  -4.42454962E-10   5.69544424E-16   6.54494064E-03   3.02062730E-09   1.23338850E-09   1.10134125E-15  -7.29824156E-02   7.71246960E-08   2.06073310E-08  -1.25055521E-14  -6.13858992E-06   1.01641237E-10
  -18385.5117       1.39078125E-07  -8.58306885E-05   4.59270642E-11  -4.43673706      -1.21211582E-04  -1.37825012E-02   2.11688583E-10   1123218.00       4.56149195E-07  -4.38901770E-05  -3.44842393E-14   815411.688      -4.22335575E-07  -4.31370735E-03  -8.89636420E-11  -11.3678589      -2.40790632E-05  -5.54809570E-02   1.94122551E-10   3451249.00       1.85802885E-04  -2.86102295E-06   2.27373670E-15
   3.87191772E-04  -3.79998252E-13  -18385.8086       1.45321985E-06   5.57174683E-02  -1.42847507E-12  -1123211.00      -1.28354432E-05   8.01467896E-03  -8.29913915E-12   8.54720362E-03   1.58592812E-07   1.48630142E-03   3.46744863E-14   815404.375       8.73029194E-07 -0.162326813      -3.98813404E-12  -3451141.00       1.59671345E-05  -1.57470703E-02  -1.09139364E-11   1.20459795E-02   9.16913301E-09
 -0.649597168       1.19493008E-04   9.31091309E-02  -4.53848361E-06  -686125.500      -17.8492508      0.656196594      -5.11556846E-06   15.6275024      -2.87625543E-03  -1.96390611E-05   4.04643291E-10   19.5508270      -1.39573601E-03 -0.513887405      -6.92483036E-06   11521755.0      -1.73453569       54.4047852      -5.62906243E-05   1584.47266      -3.32363881E-02   0.00000000       0.00000000    
  -8.05664062E-03   1.78533802E-11   814575.938      -4.37937124E-05  0.742568970      -9.67702307E-12   12983734.0      -1.11702029E-04 -0.192932129       4.26734897E-11  -1.07624555       8.03789771E-06  0.104759216      -2.04818194E-11  -5267353.50      -1.01480364E-05   41.1865234      -2.44355758E-09   374800416.      -3.58372517E-02   1.94921875       1.10827381E-09 -0.127626181       3.57887029E-06
